task,parent_path,candidate_path,attempted,source_policy,parent_nodes,parent_initializers,parent_initializer_elements,variant_count,opportunities,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,errors,candidate_task,candidate_ok,candidate_valid_all_checked,candidate_examples_checked,candidate_examples_passed,candidate_examples_failed,candidate_memory,candidate_params,candidate_cost,candidate_points,candidate_file_size,candidate_sha256,candidate_error,candidate_graph_nodes,candidate_graph_initializers,candidate_graph_initializer_elements,selected_variant,selected_changes,delta_cost,delta_points,accepted,status
task150,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task150.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep_task150\task150.onnx,True,parent_only_no_archive,6,2,2,1,combined=nonnegative_offset_shrink:2|init_cleanup:1,task150,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task150.onnx,True,True,266,266,0,136,2,138,20.072746314842796,559,584636d98ce2bb69838ce0f9596522398858fadc2b264fa267593030aaf74b5f,,,task150,True,True,266,266,0,136,1,137,20.080019074171876,610,73e21879131298eefc808ecf899e2409fc6c2dae8e10ae4c47d153f6253f3359,,6,1,1,combined,nonnegative_offset_shrink:2;init_cleanup:1,1,0.007272759329080003,True,accepted
