task,archive_path,parent_path,archive_method_family,transfer_hint,source_policy,archive_nodes,archive_initializers,archive_initializer_elements,archive_constant_elements,archive_parameter_elements_static,archive_terminal_op,archive_op_types,archive_opset,archive_file_size,parent_nodes,parent_initializers,parent_initializer_elements,parent_constant_elements,parent_parameter_elements_static,parent_terminal_op,parent_op_types,parent_opset,parent_file_size,archive_score_task,archive_score_path,archive_score_ok,archive_score_valid_all_checked,archive_score_examples_checked,archive_score_examples_passed,archive_score_examples_failed,archive_score_memory,archive_score_params,archive_score_cost,archive_score_points,archive_score_file_size,archive_score_sha256,archive_score_error,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,archive_minus_parent_cost,archive_lower_and_valid
task111,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task111.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task111.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,16,12,86,0,86,Pad,Add:2;Cast:3;Concat:2;Div:1;Einsum:4;Equal:1;Pad:1;Slice:1;Where:1,18,1604,16,12,86,0,86,Pad,Add:2;Cast:3;Concat:2;Div:1;Einsum:4;Equal:1;Pad:1;Slice:1;Where:1,18,1604,task111,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task111.onnx,True,True,265,265,0,223,86,309,19.266658723102253,1604,73def2a41945ee64dc024e226bdacbc7852201ef732d15f75c72a61fd1930e42,,task111,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task111.onnx,True,True,265,265,0,223,86,309,19.266658723102253,1604,73def2a41945ee64dc024e226bdacbc7852201ef732d15f75c72a61fd1930e42,,0,False
task112,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task112.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task112.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,36,23,152,0,152,Where,Add:1;Cast:4;Concat:9;Einsum:2;Gather:2;GatherND:1;Mul:2;Pad:1;Reshape:2;Slice:2;Split:1;Sub:6;Unsqueeze:2;Where:1,13,4795,36,23,132,0,132,Where,Add:1;Cast:4;Concat:8;Einsum:2;Gather:2;GatherND:1;Mul:2;Pad:2;Reshape:2;Slice:2;Split:1;Sub:6;Unsqueeze:2;Where:1,13,4795,task112,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task112.onnx,True,True,266,266,0,1616,152,1768,17.52239575680241,4795,7e9cf731688593d892fa3e46deb55296b49b4ca156a49e5a1af41549fcb8f91a,,task112,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task112.onnx,True,True,266,266,0,1616,132,1748,17.53377244378452,4795,4dd81aa0adb881620fc57950907bcdc7de5df647f0a2e953823df9e4bba92178,,20,False
task113,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task113.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task113.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,1,1,30,0,30,Gather,Gather:1,12,499,1,1,30,0,30,Gather,Gather:1,12,499,task113,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task113.onnx,True,True,265,265,0,0,30,30,21.598802618337846,499,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,,task113,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task113.onnx,True,True,265,265,0,0,30,30,21.598802618337846,499,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,,0,False
task114,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task114.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task114.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,6,251,0,251,Einsum,Einsum:1,13,1316,1,1,900,0,900,Conv,Conv:1,9,3835,task114,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task114.onnx,True,True,266,266,0,0,251,251,19.47454706086822,1316,03c90fe4b741434e2004400ec23e6f7e9d9052d1046e6c662d33e7d0f06c44bd,,task114,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task114.onnx,True,True,266,266,0,0,900,900,18.197605236675688,3835,73a3da0a6b40bf1ac49e7095185ec632fd838bc9a57322d5876e09d66f28afbd,,-649,True
task115,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task115.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task115.onnx,reduction_mask_logic,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,35,10,70,0,70,Pad,Cast:4;Concat:2;Div:2;Einsum:2;Equal:1;Greater:2;Less:1;Max:1;Pad:2;ReduceMax:2;ReduceMin:2;ReduceSum:1;Split:1;Sub:3;TopK:1;Transpose:1;Unsqueeze:1;Where:6,12,3437,35,10,70,0,70,Pad,Cast:4;Concat:2;Div:2;Einsum:2;Equal:1;Greater:2;Less:1;Max:1;Pad:2;ReduceMax:2;ReduceMin:2;ReduceSum:1;Split:1;Sub:3;TopK:1;Transpose:1;Unsqueeze:1;Where:6,12,3437,task115,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task115.onnx,True,True,266,266,0,944,70,1014,18.078341815848873,3437,3d1c4857fc063a6cfadb4333ebf89b1082e9e12613cdfba67f6f741d0a13a34d,,task115,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task115.onnx,True,True,266,266,0,944,70,1014,18.078341815848873,3437,3d1c4857fc063a6cfadb4333ebf89b1082e9e12613cdfba67f6f741d0a13a34d,,0,False
task116,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task116.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task116.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,1,1,30,0,30,Gather,Gather:1,12,479,1,1,30,0,30,Gather,Gather:1,12,479,task116,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task116.onnx,True,True,267,267,0,0,30,30,21.598802618337846,479,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,,task116,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task116.onnx,True,True,267,267,0,0,30,30,21.598802618337846,479,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,,0,False
task117,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task117.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task117.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,41,28,203,0,203,Where,Add:3;And:1;ArgMax:2;Cast:3;Concat:3;Or:2;Pad:2;QLinearConv:1;ReduceMax:3;Slice:6;Squeeze:2;Sub:9;Transpose:1;Where:1;Xor:2,13,2908,41,28,203,0,203,Where,Add:3;And:1;ArgMax:2;Cast:3;Concat:3;Or:2;Pad:2;QLinearConv:1;ReduceMax:3;Slice:6;Squeeze:2;Sub:9;Transpose:1;Where:1;Xor:2,13,2908,task117,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task117.onnx,True,True,265,265,0,3592,203,3795,16.758560310170267,2908,f346b1d939f3d2b3bcb31036193f72bddc331e247c66216df9e3865c2ac36281,,task117,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task117.onnx,True,True,265,265,0,3592,203,3795,16.758560310170267,2908,f346b1d939f3d2b3bcb31036193f72bddc331e247c66216df9e3865c2ac36281,,0,False
task118,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task118.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task118.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,16,9,124,0,124,Where,Equal:1;GreaterOrEqual:1;Less:1;MaxPool:1;Pad:1;QLinearConv:3;QuantizeLinear:1;ReduceMax:2;Slice:1;Where:4,18,1399,20,11,129,0,129,Where,And:1;Cast:2;Conv:1;Equal:1;Greater:2;GreaterOrEqual:1;Max:1;MaxPool:1;Pad:1;QLinearConv:3;ReduceMax:2;Where:4,18,1846,task118,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task118.onnx,True,True,267,267,0,8575,124,8699,15.92903664449246,1399,f3b7cfd77d55353ff522b7d172b7dd38a46ac5f3df585dcc1a837c8e96c37247,,task118,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task118.onnx,True,True,267,267,0,12153,129,12282,15.584109945110656,1846,853d7e92044414765ace7f061ffca8a59da1e8f4876c0750e7760beeb91584f8,,-3583,True
task119,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task119.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task119.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,54,23,120,0,120,ScatterND,Abs:1;Add:2;ArgMax:4;Cast:12;Concat:4;Gather:2;GatherND:1;Mul:1;Or:2;ReduceMax:3;ReduceSum:1;Reshape:2;ScatterND:1;Slice:4;Sub:6;Where:8,14,4641,54,23,120,0,120,ScatterND,Abs:1;Add:2;ArgMax:4;Cast:12;Concat:4;Gather:2;GatherND:1;Mul:1;Or:2;ReduceMax:3;ReduceSum:1;Reshape:2;ScatterND:1;Slice:4;Sub:6;Where:8,14,4641,task119,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task119.onnx,True,True,266,266,0,1243,120,1363,17.782556568303466,4641,488903940d8825d9fa200cf6dce80cd5754aca5b04b4f0e19d65d6c353659a0d,,task119,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task119.onnx,True,True,266,266,0,1243,120,1363,17.782556568303466,4641,488903940d8825d9fa200cf6dce80cd5754aca5b04b4f0e19d65d6c353659a0d,,0,False
task120,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task120.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task120.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,1,2,910,0,910,Conv,Conv:1,14,3840,1,2,910,0,910,Conv,Conv:1,14,3840,task120,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task120.onnx,True,True,266,266,0,0,910,910,18.186555400489105,3840,eb3ffdb92f73a07885e28c9c854599a7a64da2ae4d978c39abe2506e11201ec2,,task120,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task120.onnx,True,True,266,266,0,0,910,910,18.186555400489105,3840,eb3ffdb92f73a07885e28c9c854599a7a64da2ae4d978c39abe2506e11201ec2,,0,False
task121,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task121.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task121.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,29,12,66,0,66,Pad,Add:4;And:1;Cast:10;Concat:4;Einsum:2;Gather:3;Pad:1;Slice:2;Squeeze:1;Where:1,18,2583,29,12,66,0,66,Pad,Add:4;And:1;Cast:10;Concat:4;Einsum:2;Gather:3;Pad:1;Slice:2;Squeeze:1;Where:1,18,2583,task121,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task121.onnx,True,True,266,266,0,260,66,326,19.213102618633293,2583,9c552109e66313e735d5f9f805edbc1016c5a1003c61b6a6bb8490fbbfabcec5,,task121,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task121.onnx,True,True,266,266,0,260,66,326,19.213102618633293,2583,9c552109e66313e735d5f9f805edbc1016c5a1003c61b6a6bb8490fbbfabcec5,,0,False
task122,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task122.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task122.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,1,2,803,0,803,Conv,Conv:1,13,3452,1,2,810,0,810,Conv,Conv:1,13,3470,task122,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task122.onnx,True,True,266,266,0,0,803,803,18.31164528605324,3452,fb7d6bec9264605bf20d1c55db2c54c4c7e9c791d00e243876a08b14de372276,,task122,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task122.onnx,True,True,266,266,0,0,810,810,18.302965752333517,3470,9d256b458e31da4423eee2f1c90ac42204a8e573ea622c1b679c25865828eabf,,-7,True
task123,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task123.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task123.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,12,10,939,0,939,Gather,Cast:2;Concat:1;Einsum:1;Equal:1;Gather:3;Mod:1;Slice:1;Squeeze:1;Where:1,12,4922,12,10,939,0,939,Gather,Cast:2;Concat:1;Einsum:1;Equal:1;Gather:3;Mod:1;Slice:1;Squeeze:1;Where:1,12,4922,task123,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task123.onnx,True,True,265,265,0,403,939,1342,17.798083682468373,4922,0430094cf07093b3d9c3ca41a4936bc34b8a2f31584711171a369fb1821a2d49,,task123,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task123.onnx,True,True,265,265,0,403,939,1342,17.798083682468373,4922,0430094cf07093b3d9c3ca41a4936bc34b8a2f31584711171a369fb1821a2d49,,0,False
task124,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task124.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task124.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,28,15,74,0,74,Equal,Add:1;ArgMax:2;Cast:4;Concat:2;Equal:2;Gather:5;Less:1;MatMul:1;Pad:1;ReduceMax:1;ReduceMin:1;Reshape:3;Slice:1;Split:1;Where:2,12,2689,26,17,74,0,74,Equal,Add:1;ArgMax:2;Cast:2;Concat:2;Equal:2;Gather:5;Less:1;MatMul:1;Pad:1;ReduceMax:1;ReduceMin:1;Reshape:3;Slice:1;Split:1;Where:2,20,3415,task124,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task124.onnx,True,True,267,267,0,1879,74,1953,17.42287806912332,2689,26b8e6ed0bf7af2854fdb0a212b36b36330a4412f71ab683aa5681c557ac0ab7,,task124,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task124.onnx,True,True,267,267,0,1868,74,1942,17.42852635114873,3415,f69ef1f265746b88f23bcc47cb44b440cda8460d2b121b325c09da566aa148ef,,11,False
task125,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task125.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task125.onnx,pool_propagation,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,13,7,29,0,29,Equal,Add:2;Cast:1;Equal:1;MaxPool:5;Min:1;Pad:2;Slice:1,18,1405,13,7,29,0,29,Equal,Add:2;Cast:1;Equal:1;MaxPool:5;Min:1;Pad:2;Slice:1,18,1405,task125,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task125.onnx,True,True,265,265,0,3434,29,3463,16.850109455597575,1405,31e9c6926235af578469115777db7fb3aa2812ed0d683f2edc93558bb6d1a52d,,task125,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task125.onnx,True,True,265,265,0,3434,29,3463,16.850109455597575,1405,31e9c6926235af578469115777db7fb3aa2812ed0d683f2edc93558bb6d1a52d,,0,False
task126,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task126.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task126.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,12,3,15,0,15,ScatterND,Cast:3;Concat:3;Einsum:1;Equal:1;ReduceMax:1;ScatterND:1;Sub:1;Xor:1,16,1334,12,3,15,0,15,ScatterND,Cast:3;Concat:3;Einsum:1;Equal:1;ReduceMax:1;ScatterND:1;Sub:1;Xor:1,16,1334,task126,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task126.onnx,True,True,266,266,0,590,15,605,18.59477154196916,1334,9237cc39bcc3eebc6e19bed132bb01c0083932c9323f8dd68f8082fe28f2d5d8,,task126,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task126.onnx,True,True,266,266,0,590,15,605,18.59477154196916,1334,9237cc39bcc3eebc6e19bed132bb01c0083932c9323f8dd68f8082fe28f2d5d8,,0,False
task127,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task127.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task127.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,4,6,192,0,192,ConvTranspose,Cast:1;Conv:1;ConvTranspose:1;Slice:1,13,1009,4,6,192,0,192,ConvTranspose,Cast:1;Conv:1;ConvTranspose:1;Slice:1,13,1009,task127,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task127.onnx,True,True,267,267,0,204,192,396,19.01858578874552,1009,2421f9f0f87224c60a248e8d2e6577324615aef1a990193582137234da46f320,,task127,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task127.onnx,True,True,267,267,0,204,192,396,19.01858578874552,1009,2421f9f0f87224c60a248e8d2e6577324615aef1a990193582137234da46f320,,0,False
task128,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task128.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task128.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,2,136,0,136,Einsum,Einsum:1,18,752,1,2,136,0,136,Einsum,Einsum:1,18,752,task128,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task128.onnx,True,True,266,266,0,0,136,136,20.087345114263947,752,cf78e3413eb95e5f4c2a3afa871de3440ebf210182829190b7e8c5e6e2ef9a56,,task128,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task128.onnx,True,True,266,266,0,0,136,136,20.087345114263947,752,cf78e3413eb95e5f4c2a3afa871de3440ebf210182829190b7e8c5e6e2ef9a56,,0,False
task129,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task129.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task129.onnx,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,analysis_only_do_not_copy_or_submit_archive_model,3,0,0,0,0,Einsum,Einsum:1;GlobalAveragePool:1;Hardmax:1,13,298,3,0,0,0,0,Einsum,Einsum:1;GlobalAveragePool:1;Hardmax:1,13,298,task129,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task129.onnx,True,True,265,265,0,80,0,80,20.61797336532612,298,0a5f6e5eabed3dbd3b710c59c3dc4379fb147540f4700b58d5165bc519e4e958,,task129,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task129.onnx,True,True,265,265,0,80,0,80,20.61797336532612,298,0a5f6e5eabed3dbd3b710c59c3dc4379fb147540f4700b58d5165bc519e4e958,,0,False
task130,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task130.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task130.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,1,1,20,0,20,Conv,Conv:1,13,300,1,1,30,0,30,Conv,Conv:1,12,382,task130,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task130.onnx,True,True,265,265,0,0,20,20,22.00426772644601,300,762e3c85180c7c15ce85f0d0c06fa77cc2f107de6901dfa4ddd08eb3889e99a0,,task130,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task130.onnx,True,True,265,265,0,0,30,30,21.598802618337846,382,aaf291bab4664270ac1030a0f0a0efa703f037c864bb9dea18014975c16b0dc3,,-10,True
task131,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task131.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task131.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,70,22,639,0,639,ScatterND,Add:6;Cast:5;Concat:4;Div:5;Einsum:4;GatherND:1;Greater:1;Less:4;Mod:2;Mul:1;ReduceMax:1;ReduceMin:1;ScatterND:1;Sub:6;TopK:1;Unsqueeze:10;Where:17,18,5512,70,21,638,0,638,ScatterND,Add:6;Cast:5;Concat:4;Div:5;Einsum:4;GatherND:1;Greater:1;Less:4;Mod:2;Mul:1;ReduceMax:1;ReduceMin:1;ScatterND:1;Sub:6;TopK:1;Unsqueeze:10;Where:17,14,5514,task131,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task131.onnx,True,True,266,266,0,3235,639,3874,16.73795715603306,5512,79ff05f1116e16a8f7198a96b75fb7b9e84664a2e376311b852f51f20c5da67f,,task131,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task131.onnx,True,True,266,266,0,3235,638,3873,16.738215320485246,5514,3f96b1ca6fe4e096fe7403f1619c0e926b3bba1e318db8018810e276a9692d1b,,1,False
task132,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task132.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task132.onnx,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,analysis_only_do_not_copy_or_submit_archive_model,58,8,84,0,84,Einsum,Cast:15;Concat:3;Div:2;Einsum:13;Equal:1;Gemm:9;Hardmax:1;LessOrEqual:6;Pad:2;Sub:6,18,3928,67,16,530,0,530,Equal,And:6;Cast:4;Einsum:6;Equal:3;Greater:6;GreaterOrEqual:4;Less:1;LessOrEqual:4;Mul:1;Pad:1;ReduceMax:7;ReduceMin:4;Reshape:7;Where:13,18,5056,task132,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task132.onnx,True,True,267,267,0,1176,84,1260,17.861133000054476,3928,a8b6a771c3b1b30dfd0ff9d884ecb5fe8de188009f0f476279f3ef7ef68a9fa2,,task132,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task132.onnx,True,True,267,267,0,3121,530,3651,16.79724361834436,5056,c04905081366dd20ff73cb241c5e9a6291b07b75960db694db7860aca8235080,,-2391,True
task133,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task133.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task133.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,144,34,1016,0,1016,Equal,Add:15;And:3;ArgMax:5;Cast:29;Clip:3;Concat:2;Conv:1;Div:1;Equal:10;Floor:2;Gather:5;Greater:3;Less:1;Max:1;Mul:24;QLinearConv:4;ReduceMax:4;ReduceSum:7;Reshape:7;Resize:3;ScatterND:4;Squeeze:2;Sub:7;Unsqueeze:1,18,6941,144,34,992,0,992,Equal,Add:15;And:3;ArgMax:5;Cast:29;Clip:3;Concat:1;Conv:1;Div:1;Equal:10;Floor:2;Gather:5;Greater:3;Less:1;Max:1;Mul:24;Pad:1;QLinearConv:4;ReduceMax:4;ReduceSum:7;Reshape:7;Resize:3;ScatterND:4;Squeeze:2;Sub:7;Unsqueeze:1,18,6921,task133,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task133.onnx,True,True,267,267,0,20258,1016,21274,15.03475905118839,6941,387342495b3dee33a80b27ff571cba8babb42398b79b1fb25a4bd83e2b55c536,,task133,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task133.onnx,True,True,267,267,0,20258,992,21250,15.035887825647437,6921,db91b142552a979613e45b49c78fb587d056d9bbcc78ac8a08c6eecfcb313dcc,,24,False
task134,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task134.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task134.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,45,16,102,0,102,Pad,Add:3;And:1;ArgMax:4;Cast:4;Concat:3;Div:2;Einsum:7;Greater:4;Max:1;Mul:5;Not:1;OneHot:1;Pad:1;Pow:1;Reshape:2;Slice:1;Sub:3;Where:1,18,3413,45,16,102,0,102,Pad,Add:3;And:1;ArgMax:4;Cast:4;Concat:3;Div:2;Einsum:7;Greater:4;Max:1;Mul:5;Not:1;OneHot:1;Pad:1;Pow:1;Reshape:2;Slice:1;Sub:3;Where:1,18,3413,task134,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task134.onnx,True,True,266,266,0,1427,102,1529,17.667630794070938,3413,1664ea3a2506936f9b18acafbff267843ae08bf811a351c683224ccd5eaedd74,,task134,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task134.onnx,True,True,266,266,0,1427,102,1529,17.667630794070938,3413,1664ea3a2506936f9b18acafbff267843ae08bf811a351c683224ccd5eaedd74,,0,False
