task,archive_path,parent_path,archive_method_family,transfer_hint,source_policy,archive_nodes,archive_initializers,archive_initializer_elements,archive_constant_elements,archive_parameter_elements_static,archive_terminal_op,archive_op_types,archive_opset,archive_file_size,parent_nodes,parent_initializers,parent_initializer_elements,parent_constant_elements,parent_parameter_elements_static,parent_terminal_op,parent_op_types,parent_opset,parent_file_size,archive_score_task,archive_score_path,archive_score_ok,archive_score_valid_all_checked,archive_score_examples_checked,archive_score_examples_passed,archive_score_examples_failed,archive_score_memory,archive_score_params,archive_score_cost,archive_score_points,archive_score_file_size,archive_score_sha256,archive_score_error,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,archive_minus_parent_cost,archive_lower_and_valid
task319,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task319.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task319.onnx,bitpacked_state_logic,pack_boolean_state_before_spatial_materialization,analysis_only_do_not_copy_or_submit_archive_model,125,25,159,0,159,Pad,Add:6;And:1;ArgMax:16;BitShift:5;BitwiseAnd:2;Cast:37;Einsum:3;Equal:5;Gather:10;Greater:6;GreaterOrEqual:1;Less:1;LessOrEqual:2;Mul:1;Or:1;Pad:2;ReduceMax:1;ReduceMin:1;ReduceSum:2;Reshape:1;Slice:1;Sub:6;Unsqueeze:4;Where:10,18,10464,125,25,159,0,159,Pad,Add:6;And:1;ArgMax:16;BitShift:5;BitwiseAnd:2;Cast:37;Einsum:3;Equal:5;Gather:10;Greater:6;GreaterOrEqual:1;Less:1;LessOrEqual:2;Mul:1;Or:1;Pad:2;ReduceMax:1;ReduceMin:1;ReduceSum:2;Reshape:1;Slice:1;Sub:6;Unsqueeze:4;Where:10,18,10464,task319,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task319.onnx,True,True,267,267,0,5674,159,5833,16.328713273246365,10464,5df0de2e9e52ba143be115613efaa645621ffc6664611985e40f136c0a5fba41,,task319,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task319.onnx,True,True,267,267,0,5674,159,5833,16.328713273246365,10464,5df0de2e9e52ba143be115613efaa645621ffc6664611985e40f136c0a5fba41,,0,False
task320,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task320.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task320.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,3,6,322,0,322,ScatterND,Conv:1;ScatterND:1;Slice:1,16,2977,3,6,322,0,322,ScatterND,Conv:1;ScatterND:1;Slice:1,16,2977,task320,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task320.onnx,True,True,266,266,0,448,322,770,18.35360948515227,2977,793240b0b28b488a072581924ed92941f63c177edf092ed931a5f525b0eb0a74,,task320,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task320.onnx,True,True,266,266,0,448,322,770,18.35360948515227,2977,793240b0b28b488a072581924ed92941f63c177edf092ed931a5f525b0eb0a74,,0,False
task321,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task321.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task321.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,3,180,0,180,Einsum,Einsum:1,13,952,1,1,300,0,300,Conv,Conv:1,10,1418,task321,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task321.onnx,True,True,267,267,0,0,180,180,19.807043149109788,952,5ce4cbdc653f2339cbdf91853e67c2f4f9dec1d83a993c730da26fe9ec148e68,,task321,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task321.onnx,True,True,267,267,0,0,300,300,19.2962175253438,1418,1ec138f2d3eb7c3bff39f95ed07c6c92c2c570be38055787e8feacfe2febf703,,-120,True
task322,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task322.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task322.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,3,74,0,74,Einsum,Einsum:1,13,515,5,4,56,0,56,Pad,Cast:1;Conv:1;Equal:1;MaxPool:1;Pad:1,18,920,task322,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task322.onnx,True,True,266,266,0,0,74,74,20.69593490679583,515,5f9a8513d653a8fd3ea5c74440eb587bce7e2e25e3ae5b96907e99fab8d0fddc,,task322,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task322.onnx,True,True,266,266,0,144,56,200,19.701682633451963,920,f9625be22bba6717281a52ec13ef7747cbe8064618690490d8259159db56760e,,-126,True
task323,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task323.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task323.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,13,10,717,0,717,ConvInteger,Add:1;BitwiseAnd:1;Cast:2;Concat:1;ConvInteger:1;Einsum:2;Equal:2;QLinearConv:1;Unsqueeze:2,18,1813,13,10,717,0,717,ConvInteger,Add:1;BitwiseAnd:1;Cast:2;Concat:1;ConvInteger:1;Einsum:2;Equal:2;QLinearConv:1;Unsqueeze:2,18,1813,task323,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task323.onnx,True,True,172,172,0,913,717,1630,17.60366470619919,1813,d17729d2f2ac1c032e9b94cdd875843efe5f5bf8ab90edefd77387210a5cb14d,,task323,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task323.onnx,True,True,172,172,0,913,717,1630,17.60366470619919,1813,d17729d2f2ac1c032e9b94cdd875843efe5f5bf8ab90edefd77387210a5cb14d,,0,False
task324,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task324.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task324.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,52,11,1590,0,1590,Equal,Add:1;And:4;Cast:6;Conv:1;Equal:5;Greater:1;Max:2;Mul:4;Not:4;Or:1;Pad:1;QLinearConv:1;ReduceMax:10;ReduceSum:1;Split:1;Sub:2;TopK:1;Where:6,20,4395,52,11,1586,0,1586,Equal,Add:1;And:4;Cast:6;Conv:1;Equal:5;Greater:1;Max:2;Mul:4;Not:4;Or:1;Pad:1;QLinearConv:1;ReduceMax:10;ReduceSum:1;Split:1;Sub:2;TopK:1;Where:6,20,4374,task324,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task324.onnx,True,True,266,266,0,7049,1590,8639,15.935957885641116,4395,dc14391eb54f5b50a215651de3093aab9ac08a316d96b118e782c9f46ded93cf,,task324,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task324.onnx,True,True,266,266,0,7049,1586,8635,15.93642100941922,4374,f0cf47911050e8a4817a795736a4023afdbcd6f819eceefacc20e5348fa7565d,,4,False
task325,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task325.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task325.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,18,6,966,0,966,Pad,Add:2;And:2;Cast:1;Concat:1;Einsum:5;Equal:1;Less:2;Pad:1;Sub:2;Xor:1,17,5208,18,6,966,0,966,Pad,Add:2;And:2;Cast:1;Concat:1;Einsum:5;Equal:1;Less:2;Pad:1;Sub:2;Xor:1,17,5208,task325,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task325.onnx,True,True,266,266,0,517,966,1483,17.698177657862068,5208,29ed2ee7660cc14f9dff2f4271c852a87091e6b7fb18e706aba4ce5206d8fec3,,task325,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task325.onnx,True,True,266,266,0,517,966,1483,17.698177657862068,5208,29ed2ee7660cc14f9dff2f4271c852a87091e6b7fb18e706aba4ce5206d8fec3,,0,False
task326,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task326.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task326.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,1,30,0,30,Einsum,Einsum:1,12,314,1,1,30,0,30,Einsum,Einsum:1,12,314,task326,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task326.onnx,True,True,266,266,0,0,30,30,21.598802618337846,314,5e386d31e01e3f7cbf3fd025115ebf3d82c20522e73941921053e5cb8bb1778c,,task326,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task326.onnx,True,True,266,266,0,0,30,30,21.598802618337846,314,5e386d31e01e3f7cbf3fd025115ebf3d82c20522e73941921053e5cb8bb1778c,,0,False
task327,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task327.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task327.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,5,6,152,0,152,Pad,Cast:1;ConvTranspose:1;Einsum:1;Equal:1;Pad:1,18,1002,5,6,152,0,152,Pad,Cast:1;ConvTranspose:1;Einsum:1;Equal:1;Pad:1,18,1002,task327,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task327.onnx,True,True,265,265,0,486,152,638,18.54166171665521,1002,38efd2d259b718d9bdeca181040253c523f7f5fb2d6acf4ddd8ad2e185c2b68e,,task327,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task327.onnx,True,True,265,265,0,486,152,638,18.54166171665521,1002,38efd2d259b718d9bdeca181040253c523f7f5fb2d6acf4ddd8ad2e185c2b68e,,0,False
task328,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task328.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task328.onnx,bitpacked_state_logic,pack_boolean_state_before_spatial_materialization,analysis_only_do_not_copy_or_submit_archive_model,69,12,123,0,123,Equal,Add:6;And:1;ArgMax:4;BitwiseAnd:1;Cast:7;Einsum:4;Equal:5;Greater:4;Less:2;LessOrEqual:3;Max:1;Min:2;Mul:1;Pad:1;ReduceSum:1;Reshape:5;Sqrt:1;Sub:5;Where:15,18,3035,72,12,123,0,123,Equal,Add:8;And:1;ArgMax:4;BitwiseAnd:1;Cast:7;Einsum:4;Equal:5;Greater:4;Less:2;LessOrEqual:3;Max:1;Min:2;Mul:1;Pad:1;ReduceSum:1;Reshape:5;Sqrt:1;Sub:6;Where:15,18,3363,task328,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task328.onnx,True,True,267,267,0,6181,123,6304,16.251060368462284,3035,282e6d5a0ae937f75a2860196373ffdd996a77c18e1f59ade751f466de4b1fdf,,task328,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task328.onnx,True,True,267,267,0,5623,123,5746,16.343740760460765,3363,d46c8e31b300bdc9e43fa2af7bf4a510c3fa4ea1b6b142af66360267986ecac4,,558,False
task329,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task329.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task329.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,10,7,29,0,29,Where,ArgMax:1;Cast:1;Equal:1;LessOrEqual:1;Or:1;Pad:1;ReduceSum:1;ScatterElements:1;Unsqueeze:1;Where:1,18,1068,10,7,29,0,29,Where,ArgMax:1;Cast:1;Equal:1;LessOrEqual:1;Or:1;Pad:1;ReduceSum:1;ScatterElements:1;Unsqueeze:1;Where:1,18,1068,task329,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task329.onnx,True,True,266,266,0,1021,29,1050,18.04345455684843,1068,02dd5cdee77f7ecc1b20a46e6dec17a2e8404b6dc7b8fd59d7c8c8f69d2e7b78,,task329,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task329.onnx,True,True,266,266,0,1021,29,1050,18.04345455684843,1068,02dd5cdee77f7ecc1b20a46e6dec17a2e8404b6dc7b8fd59d7c8c8f69d2e7b78,,0,False
task330,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task330.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task330.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,23,13,141,0,141,Pad,Cast:2;Equal:2;Flatten:2;GatherElements:1;MaxPool:4;Mul:5;Pad:1;QLinearConv:1;Reshape:1;Resize:1;ScatterElements:1;Slice:1;Where:1,17,1863,19,9,225,0,225,Pad,Cast:2;Equal:2;Flatten:2;GatherElements:1;MaxPool:3;Mul:4;Pad:1;Reshape:1;ScatterElements:1;Slice:1;Where:1,18,1556,task330,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task330.onnx,True,True,266,266,0,1980,141,2121,17.34035704543532,1863,b9e27000233af9777ab5b300fd967c78cc5bc24214c7b31eb3c2656f5157308e,,task330,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task330.onnx,True,True,266,266,0,2600,225,2825,17.05373635641946,1556,52b1dbfed9812c7d61802191ad36e5134ccdd4b0f5294056bbedc1d90e1fe677,,-704,True
task331,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task331.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task331.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,2,2,100,0,100,Conv,Conv:1;Slice:1,9,660,1,2,910,0,910,Conv,Conv:1,17,3836,task331,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task331.onnx,True,True,265,265,0,400,100,500,18.78539190157781,660,e923bcdc1ae6e86a044c3ca12ddf751a169c701f66820a5937a203b109fe2d80,,task331,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task331.onnx,True,True,265,265,0,0,910,910,18.186555400489105,3836,159b7db4377d2a7d75a15aa8f84344e6d919741566944220da8f361aa1da572a,,-410,True
task332,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task332.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task332.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,2,80,0,80,Einsum,Einsum:1,13,529,10,14,169,0,169,QLinearConv,Cast:1;Conv:1;Einsum:1;Equal:1;Greater:1;Mod:1;QLinearConv:1;Where:3,17,1715,task332,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task332.onnx,True,True,267,267,0,0,80,80,20.61797336532612,529,9cc8f43825d9d730411e64532258029c695b5f5a6ff06bb543aca67424c81bf4,,task332,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task332.onnx,True,True,267,267,0,269,169,438,18.917781089623553,1715,fd653337b767b25136041a39cb31bbcd0365ce42ffbebba644784e1722707fe6,,-358,True
task333,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task333.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task333.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,17,6,61,0,61,Equal,Cast:1;Conv:1;Equal:1;Greater:2;Max:1;MaxPool:6;Min:2;Pad:1;Where:2,13,1682,17,6,61,0,61,Equal,Cast:1;Conv:1;Equal:1;Greater:2;Max:1;MaxPool:6;Min:2;Pad:1;Where:2,13,1682,task333,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task333.onnx,True,True,265,265,0,2340,61,2401,17.216359403778746,1682,82f44847be0cc7a25b720d83a0b860272aa4c99a2a2632f01002843fb47b2e16,,task333,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task333.onnx,True,True,265,265,0,2340,61,2401,17.216359403778746,1682,82f44847be0cc7a25b720d83a0b860272aa4c99a2a2632f01002843fb47b2e16,,0,False
task334,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task334.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task334.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,2,3,49,0,49,Conv,Conv:1;Einsum:1,13,536,16,9,19,0,19,QLinearConv,Cast:1;Concat:5;Max:3;QLinearConv:1;ReduceMax:1;Slice:4;Sub:1,18,1449,task334,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task334.onnx,True,True,271,271,0,36,49,85,20.557348743509685,536,8565289b4041939a61144a35cdfe36f4061b6b3cd31a47665a5bd368e4e33168,,task334,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task334.onnx,True,True,271,271,0,102,19,121,20.20420945440326,1449,060dd05b4921eab2541cf92dc9b12d09cc68fd9700efd299582fe6e7631692a1,,-36,True
task335,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task335.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task335.onnx,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,analysis_only_do_not_copy_or_submit_archive_model,23,5,78,0,78,Einsum,And:2;Cast:2;Concat:2;Einsum:5;Equal:2;GreaterOrEqual:2;LessOrEqual:2;Max:2;Min:2;Not:2,13,1380,33,5,154,0,154,Einsum,Add:2;And:2;Cast:2;Concat:2;Div:2;Einsum:8;Equal:4;Greater:2;Less:2;LessOrEqual:2;Max:2;Min:2;Or:1,13,1828,task335,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task335.onnx,True,True,266,266,0,932,78,1010,18.082294390164694,1380,7ab1753a6d6407e1bd3f20115005d1a4bed20d0c51b4a00aa595cdd4bc0ad55c,,task335,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task335.onnx,True,True,266,266,0,1170,154,1324,17.811587263503046,1828,93095b904883dada3456b9c8c6668937d05e115434f602c2b2b258ed92dc420c,,-314,True
task336,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task336.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task336.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,2,2,1219,0,1219,Conv,Conv:1;Slice:1,9,5134,10,11,1056,0,1056,ScatterND,Cast:2;Concat:2;GatherND:1;Neg:1;QLinearMatMul:2;Relu:1;ScatterND:1,16,5565,task336,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task336.onnx,False,True,31,0,31,400,1219,1619,17.610436046322363,5134,12c05e4953dd40fa94505b89dfe70a6cc94dabd7872dc038dadc622a5676888f,,task336,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task336.onnx,True,True,31,31,0,764,1056,1820,17.493408219929158,5565,8cffed4ad33ff1d68d4750b91ab147cbbf6d0ed96755ffa405c9c255ef1372c9,,-201,False
task337,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task337.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task337.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,1,1,10,0,10,Gather,Gather:1,13,159,1,1,10,0,10,Gather,Gather:1,13,159,task337,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task337.onnx,True,True,266,266,0,0,10,10,22.697414907005953,159,c276f5799bf0f2f77bbc0c31f5ed97472afbff9a946326286e229929029e2484,,task337,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task337.onnx,True,True,266,266,0,0,10,10,22.697414907005953,159,c276f5799bf0f2f77bbc0c31f5ed97472afbff9a946326286e229929029e2484,,0,False
task338,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task338.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task338.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,27,21,267,0,267,Equal,Add:3;Cast:5;Conv:1;CumSum:1;Equal:2;Greater:2;Max:1;Mod:1;Mul:1;Pad:1;ReduceMax:3;Slice:3;Where:3,18,2529,27,21,267,0,267,Equal,Add:3;Cast:5;Conv:1;CumSum:1;Equal:2;Greater:2;Max:1;Mod:1;Mul:1;Pad:1;ReduceMax:3;Slice:3;Where:3,18,2529,task338,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task338.onnx,True,True,267,267,0,8581,267,8848,15.912053276237884,2529,857ebd11081aa0a0e59e42e10e11adb33cf86a537147ef2db9a9e57a86b02278,,task338,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task338.onnx,True,True,267,267,0,8581,267,8848,15.912053276237884,2529,857ebd11081aa0a0e59e42e10e11adb33cf86a537147ef2db9a9e57a86b02278,,0,False
task339,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task339.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task339.onnx,pool_propagation,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,2,2,100,0,100,ConvTranspose,ConvTranspose:1;GlobalAveragePool:1,11,699,2,2,100,0,100,ConvTranspose,ConvTranspose:1;GlobalAveragePool:1,11,699,task339,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task339.onnx,True,True,266,266,0,40,100,140,20.058357577390694,699,829550bb68159f8fe1ce13645b1bdd74c87d8d8f54fd3b3b9755ba1f7bf7ae92,,task339,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task339.onnx,True,True,266,266,0,40,100,140,20.058357577390694,699,829550bb68159f8fe1ce13645b1bdd74c87d8d8f54fd3b3b9755ba1f7bf7ae92,,0,False
task340,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task340.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task340.onnx,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,analysis_only_do_not_copy_or_submit_archive_model,64,17,120,0,120,Einsum,Add:6;Cast:18;Concat:7;Einsum:5;Equal:4;Greater:2;GreaterOrEqual:4;Less:2;ReduceSum:2;Reshape:6;Slice:4;Sub:4,12,3524,64,17,120,0,120,Einsum,Add:6;Cast:18;Concat:7;Einsum:5;Equal:4;Greater:2;GreaterOrEqual:4;Less:2;ReduceSum:2;Reshape:6;Slice:4;Sub:4,12,3524,task340,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task340.onnx,True,True,266,266,0,3284,120,3404,16.867293510306737,3524,231f9a7cb736280f93cdf44a81ae56a80a56cf8329df32fa00b403f26522e4e4,,task340,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task340.onnx,True,True,266,266,0,3284,120,3404,16.867293510306737,3524,231f9a7cb736280f93cdf44a81ae56a80a56cf8329df32fa00b403f26522e4e4,,0,False
task341,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task341.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task341.onnx,reduction_mask_logic,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,35,14,33,0,33,Where,And:8;Cast:2;Equal:4;Not:2;Or:3;Pad:1;ReduceMax:1;ReduceMin:2;ReduceSum:2;Slice:9;Where:1,18,3522,33,14,33,0,33,Where,And:8;Equal:4;Not:2;Or:3;Pad:1;ReduceMax:1;ReduceMin:2;ReduceSum:2;Slice:9;Where:1,20,3352,task341,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task341.onnx,True,True,266,266,0,1394,33,1427,17.736670382523165,3522,f831542d7c6e6abdf452ed4b69e4daa240484dc92a75c6a96d153a1e006a370b,,task341,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task341.onnx,True,True,266,266,0,1387,33,1420,17.741587849404695,3352,a2207700bb98043e37ac29d39ece8fcb9fa75d428fa9c3bc4acc505b56b7672a,,7,False
task342,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task342.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task342.onnx,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,analysis_only_do_not_copy_or_submit_archive_model,8,8,97,0,97,Einsum,Cast:1;Concat:1;Einsum:4;Gather:1;Less:1,13,1170,55,9,74,0,74,ScatterND,Add:2;And:6;ArgMax:4;Cast:13;Concat:9;Div:2;Einsum:3;Equal:1;Gather:2;GatherElements:8;Greater:2;Less:2;ScatterND:1,17,4846,task342,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task342.onnx,True,True,266,266,0,514,97,611,18.584903040828404,1170,87f1bf4fd165b26ca667f1c5f66a9afecdff3665e1def92f4fe28da40f0efebb,,task342,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task342.onnx,True,True,266,266,0,998,74,1072,18.022718658369254,4846,29162826fc46cd0fb54bdd0ac5339dce3489ffb44b35a38d4fba33e005f5523a,,-461,True
