task,parent_path,candidate_path,attempted,source_policy,parent_nodes,parent_initializers,parent_initializer_elements,variant_count,opportunities,status,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,errors,candidate_task,candidate_ok,candidate_valid_all_checked,candidate_examples_checked,candidate_examples_passed,candidate_examples_failed,candidate_memory,candidate_params,candidate_cost,candidate_points,candidate_file_size,candidate_sha256,candidate_error,candidate_graph_nodes,candidate_graph_initializers,candidate_graph_initializer_elements,selected_variant,selected_changes,delta_cost,delta_points,accepted
task076,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task076.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task076\combined.onnx,True,parent_only_no_archive,118,30,87,1,combined=optional_defaults:1,valid_no_cost_gain,task076,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task076.onnx,True,True,266,266,0,12738,87,12825,15.54084832996103,9771,57d84bad3868e2717c65fb4821dfbb588a172c3cc39a7acf529a5b2973da8b49,,,task076,True,True,266,266,0,12738,87,12825,15.54084832996103,9789,5793ad7d9e2f80148b713646fb4c71de9d0708b6201da53977048cceffbf925d,,118,30,87,combined,optional_defaults:1,0,0.0,False
task077,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task077.onnx,,True,parent_only_no_archive,14,11,34,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task078,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task078.onnx,,True,parent_only_no_archive,11,7,33,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task079,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task079.onnx,,True,parent_only_no_archive,38,19,73,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task080,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task080.onnx,,True,parent_only_no_archive,47,24,434,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task081,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task081.onnx,,True,parent_only_no_archive,4,9,72,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task082,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task082.onnx,,True,parent_only_no_archive,1,2,190,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task083,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task083.onnx,,True,parent_only_no_archive,1,2,210,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task084,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task084.onnx,,True,parent_only_no_archive,8,3,241,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task085,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task085.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task085\combined.onnx,True,parent_only_no_archive,27,18,111,1,combined=optional_defaults:2,valid_no_cost_gain,task085,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task085.onnx,True,True,265,265,0,2396,111,2507,17.173157901841705,1730,e73a4f92097b15f2fc2a83303eef9275c53be8da19dee70f530cc283ea15920d,,,task085,True,True,265,265,0,2396,111,2507,17.173157901841705,1751,7709c6b7dace6fccf3974b2da79913bd4f89ab283d3ca642ca4b2f5cf2f92539,,27,18,111,combined,optional_defaults:2,0,0.0,False
task086,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task086.onnx,,True,parent_only_no_archive,19,13,158,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task087,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task087.onnx,,True,parent_only_no_archive,1,2,5,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task088,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task088.onnx,,True,parent_only_no_archive,44,11,81,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task089,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task089.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task089\combined.onnx,True,parent_only_no_archive,66,20,154,1,combined=optional_defaults:1,valid_no_cost_gain,task089,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task089.onnx,True,True,267,267,0,6585,154,6739,16.184333175053784,6635,ad3b8a7ebbebaaaa65548d3e085ebd6936f24e0366447b8628cbb1c3fbd209f3,,,task089,True,True,267,267,0,6585,154,6739,16.184333175053784,6630,688183afce8236aad9cffec6e65bb781d065b402de9648570ed4d9d8f6f0245c,,66,20,154,combined,optional_defaults:1,0,0.0,False
task090,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task090.onnx,,True,parent_only_no_archive,411,12,82,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task091,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task091.onnx,,True,parent_only_no_archive,50,22,49,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task092,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task092.onnx,,True,parent_only_no_archive,85,16,178,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task093,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task093.onnx,,True,parent_only_no_archive,54,22,120,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task094,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task094.onnx,,True,parent_only_no_archive,15,11,113,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task095,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task095.onnx,,True,parent_only_no_archive,3,5,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task096,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task096.onnx,,True,parent_only_no_archive,113,35,800,1,combined=unit_reduction_axes:2,all_variants_failed,task096,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task096.onnx,True,True,266,266,0,6050,800,6850,16.16799606874373,15981,a60c1a04c49a04dfdfe8403024f8c7bf95f57c1a4cad497b1a6985044eae1a34,,"combined:checker:InferenceError:[ShapeInferenceError] Inference error(s): (op_type:ReduceSum, node name: channel_count): [ShapeInferenceError] Inferred shape and existing shape differ in rank: (3) vs (1)
",,,,,,,,,,,,,,,,,,,,,
task097,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task097.onnx,,True,parent_only_no_archive,1,2,910,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task098,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task098.onnx,,True,parent_only_no_archive,1,1,900,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task099,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task099.onnx,,True,parent_only_no_archive,56,18,278,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task100,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task100.onnx,,True,parent_only_no_archive,14,7,41,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task101,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task101.onnx,,True,parent_only_no_archive,283,49,817,1,combined=unit_reduction_axes:2,all_variants_failed,task101,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task101.onnx,True,True,266,266,0,12908,817,13725,15.473025733622269,23843,5c36625ab4dc5830d8f604c67e00febc4c21563a062bbb9d15f639e9e8a90c07,,"combined:checker:InferenceError:[ShapeInferenceError] Inference error(s): (op_type:Slice, node name: safe_name_53): [ShapeInferenceError] Input axes has incorrect length
(op_type:ReduceSum, node name: safe_name_54): [TypeInferenceError] Input 0 expected to have type but instead is null
(op_type:Slice, node name: safe_name_56): [ShapeInferenceError] Input axes has incorrect length
(op_type:Slice, node name: safe_name_57): [ShapeInferenceError] Input axes has incorrect length
(op_type:ReduceMax, node name: safe_name_61): [TypeInferenceError] Input 0 expected to have type but instead is null
(op_type:Squeeze, node name: safe_name_62): [TypeInferenceError] Input 0 expected to have type but instead is null
(op_type:ReduceMax, node name: safe_name_65): [TypeInferenceError] Input 0 expected to have type but instead is null
(op_type:Squeeze, node name: safe_name_66): [TypeInferenceError] Input 0 expected to have type but instead is null
(op_type:Gather, node name: safe_name_58): [TypeInferenceError] Input 0 expected to have type but instead is null
",,,,,,,,,,,,,,,,,,,,,
task102,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task102.onnx,,True,parent_only_no_archive,13,12,113,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task103,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task103.onnx,,True,parent_only_no_archive,7,7,24,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task104,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task104.onnx,,True,parent_only_no_archive,1,4,118,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task105,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task105.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task105\combined.onnx,True,parent_only_no_archive,74,20,99,1,combined=optional_defaults:2,valid_no_cost_gain,task105,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task105.onnx,True,True,266,266,0,2745,99,2844,17.04703320907687,5956,61bbdefdbdec5c186e6d57e5d44df28886927a7bc89340b34f3b2ead5cb07de3,,,task105,True,True,266,266,0,2745,99,2844,17.04703320907687,5967,ef0faf337926331f716d999b1661094641478f13b9bec218398bec668c06099b,,74,20,99,combined,optional_defaults:2,0,0.0,False
task106,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task106.onnx,,True,parent_only_no_archive,11,6,174,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task107,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task107.onnx,,True,parent_only_no_archive,87,25,156,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task108,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task108.onnx,,True,parent_only_no_archive,1,2,300,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task109,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task109.onnx,,True,parent_only_no_archive,21,18,99,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task110,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task110.onnx,,True,parent_only_no_archive,70,28,202,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task111,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task111.onnx,,True,parent_only_no_archive,16,12,86,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task112,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task112.onnx,,True,parent_only_no_archive,36,23,132,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task113,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task113.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task114,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task114.onnx,,True,parent_only_no_archive,1,1,900,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task115,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task115.onnx,,True,parent_only_no_archive,35,10,70,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task116,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task116.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task117,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task117.onnx,,True,parent_only_no_archive,41,28,203,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task118,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task118.onnx,,True,parent_only_no_archive,20,11,129,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task119,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task119.onnx,,True,parent_only_no_archive,54,23,120,1,combined=unit_reduction_axes:1,all_variants_failed,task119,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task119.onnx,True,True,266,266,0,1243,120,1363,17.782556568303466,4641,488903940d8825d9fa200cf6dce80cd5754aca5b04b4f0e19d65d6c353659a0d,,"combined:checker:InferenceError:[ShapeInferenceError] Inference error(s): (op_type:Concat, node name: scatter_updates): [ShapeInferenceError] All inputs to Concat must have same rank. Input 1 has rank 2 != 1
",,,,,,,,,,,,,,,,,,,,,
task120,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task120.onnx,,True,parent_only_no_archive,1,2,910,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task121,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task121.onnx,,True,parent_only_no_archive,29,12,66,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task122,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task122.onnx,,True,parent_only_no_archive,1,2,810,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task123,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task123.onnx,,True,parent_only_no_archive,12,10,939,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task124,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task124.onnx,,True,parent_only_no_archive,26,17,74,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task125,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task125.onnx,,True,parent_only_no_archive,13,7,29,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task126,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task126.onnx,,True,parent_only_no_archive,12,3,15,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task127,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task127.onnx,,True,parent_only_no_archive,4,6,192,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task128,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task128.onnx,,True,parent_only_no_archive,1,2,136,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task129,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task129.onnx,,True,parent_only_no_archive,3,0,0,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task130,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task130.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task131,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task131.onnx,,True,parent_only_no_archive,70,21,638,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task132,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task132.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task132.onnx,True,parent_only_no_archive,67,16,530,2,combined=unit_reduction_axes:1|init_cleanup:1;pad_axes=final_init_cleanup:1,accepted,task132,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task132.onnx,True,True,267,267,0,3121,530,3651,16.79724361834436,5056,c04905081366dd20ff73cb241c5e9a6291b07b75960db694db7860aca8235080,,"combined:checker:InferenceError:[ShapeInferenceError] Inference error(s): (op_type:Where): [ShapeInferenceError] Incompatible dimensions
",task132,True,True,267,267,0,3121,529,3650,16.79751755342346,5058,0606917d65ea3505dd8b3ae1a1676b1b0fb1da511c11ff78baaf7d887be40879,,67,15,529,pad_axes,final_init_cleanup:1,1,0.0002739350791003403,True
task133,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task133.onnx,,True,parent_only_no_archive,144,34,992,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task134,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task134.onnx,,True,parent_only_no_archive,45,16,102,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task135,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task135.onnx,,True,parent_only_no_archive,1,1,200,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task136,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task136.onnx,,True,parent_only_no_archive,47,10,35,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task137,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task137.onnx,,True,parent_only_no_archive,33,7,123,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task138,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task138.onnx,,True,parent_only_no_archive,54,14,216,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task139,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task139.onnx,,True,parent_only_no_archive,9,8,139,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task140,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task140.onnx,,True,parent_only_no_archive,1,2,5,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task141,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task141.onnx,,True,parent_only_no_archive,24,6,102,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task142,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task142.onnx,,True,parent_only_no_archive,1,1,90,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task143,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task143.onnx,,True,parent_only_no_archive,18,7,274,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task144,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task144.onnx,,True,parent_only_no_archive,1,2,104,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task145,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task145.onnx,,True,parent_only_no_archive,32,16,111,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task146,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task146.onnx,,True,parent_only_no_archive,9,6,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task147,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task147.onnx,,True,parent_only_no_archive,3,5,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task148,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task148.onnx,,True,parent_only_no_archive,58,31,252,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task149,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task149.onnx,,True,parent_only_no_archive,2,2,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task150,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task150.onnx,,True,parent_only_no_archive,6,2,2,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task151,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task151.onnx,,True,parent_only_no_archive,1,1,900,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task152,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task152.onnx,,True,parent_only_no_archive,1,1,90,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task153,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task153.onnx,,True,parent_only_no_archive,45,14,52,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task154,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task154.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task154\combined.onnx,True,parent_only_no_archive,32,27,98,1,combined=optional_defaults:3,valid_no_cost_gain,task154,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task154.onnx,True,True,266,266,0,2581,98,2679,17.10680113045539,3733,7b40abef1673818c738f89fdaea726928d9b1fbafe0f05c5b940b93ba499529a,,,task154,True,True,266,266,0,2581,98,2679,17.10680113045539,3733,fcbffbb13bada6f46a1d573f228914315fdea502869a9ae8cc16f3e0cf2fce1b,,32,27,98,combined,optional_defaults:3,0,0.0,False
task155,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task155.onnx,,True,parent_only_no_archive,6,2,2,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task156,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task156.onnx,,True,parent_only_no_archive,26,19,57,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task157,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task157.onnx,,True,parent_only_no_archive,489,48,256,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task158,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task158.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task158.onnx,True,parent_only_no_archive,71,45,1440,1,combined=init_cleanup:2,accepted,task158,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task158.onnx,True,True,266,266,0,24810,1440,26250,14.82457873198023,10869,a5bb72a11bc388ac72283fdc2ba8c1c7c567ea2902e038abb64a168ace212c85,,,task158,True,True,266,266,0,24810,1436,26246,14.824731124543767,10815,6ae6f1fb1e8449bdc90fc16c4ebee1d1fbd9c5b2437c6cf79caea6baeaee8317,,71,43,1436,combined,init_cleanup:2,4,0.00015239256353716257,True
task159,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task159.onnx,,True,parent_only_no_archive,33,18,149,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task160,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task160.onnx,,True,parent_only_no_archive,7,10,170,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task161,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task161.onnx,,True,parent_only_no_archive,6,6,85,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task162,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task162.onnx,,True,parent_only_no_archive,6,7,179,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task163,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task163.onnx,,True,parent_only_no_archive,1,7,310,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task164,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task164.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task165,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task165.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task165\combined.onnx,True,parent_only_no_archive,36,21,158,1,combined=optional_defaults:1,valid_no_cost_gain,task165,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task165.onnx,True,True,265,265,0,4370,158,4528,16.58196438011698,2380,cc57855f0825404a1174fc03fc801e476a38d154aa4b72d6010032fe6c599b27,,,task165,True,True,265,265,0,4370,158,4528,16.58196438011698,2405,220062f81485d4a4d433c355fb3e92d7a4324fd13499ecf6d1a788d757033fb6,,36,21,158,combined,optional_defaults:1,0,0.0,False
