task,parent_path,candidate_path,attempted,source_policy,parent_nodes,parent_initializers,parent_initializer_elements,variant_count,opportunities,status,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,errors,candidate_task,candidate_ok,candidate_valid_all_checked,candidate_examples_checked,candidate_examples_passed,candidate_examples_failed,candidate_memory,candidate_params,candidate_cost,candidate_points,candidate_file_size,candidate_sha256,candidate_error,candidate_graph_nodes,candidate_graph_initializers,candidate_graph_initializer_elements,selected_variant,selected_changes,delta_cost,delta_points,accepted
task269,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task269.onnx,,True,parent_only_no_archive,12,10,24,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task270,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task270.onnx,,True,parent_only_no_archive,33,18,1020,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task271,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task271.onnx,,True,parent_only_no_archive,15,11,46,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task272,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task272.onnx,,True,parent_only_no_archive,2,6,202,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task273,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task273.onnx,,True,parent_only_no_archive,5,6,226,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task274,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task274.onnx,,True,parent_only_no_archive,17,7,42,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task275,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task275.onnx,,True,parent_only_no_archive,14,11,856,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task276,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task276.onnx,,True,parent_only_no_archive,1,1,10,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task277,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task277.onnx,,True,parent_only_no_archive,28,6,39,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task278,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task278.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task278\combined.onnx,True,parent_only_no_archive,10,9,39,1,combined=optional_defaults:1,valid_no_cost_gain,task278,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task278.onnx,True,True,265,265,0,4464,39,4503,16.58750087969843,795,1bdda62b18e59d0886467bbdb519f9b9daf66762cd739fc8b892e6b3fcb643c2,,,task278,True,True,265,265,0,4464,39,4503,16.58750087969843,820,7c099f74d56d8c5e82d70a853b1f0cbc444e407d6ba00799332456c401fd1ab5,,10,9,39,combined,optional_defaults:1,0,0.0,False
task279,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task279.onnx,,True,parent_only_no_archive,17,8,38,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task280,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task280.onnx,,True,parent_only_no_archive,114,21,762,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task281,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task281.onnx,,True,parent_only_no_archive,71,14,131,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task282,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task282.onnx,,True,parent_only_no_archive,4,7,39,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task283,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task283.onnx,,True,parent_only_no_archive,3,5,142,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task284,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task284.onnx,,True,parent_only_no_archive,84,14,173,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task285,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task285.onnx,,True,parent_only_no_archive,107,34,420,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task286,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task286.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task286\combined.onnx,True,parent_only_no_archive,2393,46,815,1,combined=optional_defaults:1,valid_no_cost_gain,task286,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task286.onnx,True,True,265,265,0,26064,815,26879,14.800899408435892,111654,f3ec7dfca6e4f41d2bfe9370abb09c640ab5b4bbc593e5e124351ed05ce530fd,,,task286,True,True,265,265,0,26064,815,26879,14.800899408435892,111679,e6527721400892bf464cb6e254849d7644d2da4638db64ef7f09fbf8b6fec51d,,2393,46,815,combined,optional_defaults:1,0,0.0,False
task287,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task287.onnx,,True,parent_only_no_archive,1,2,910,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task288,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task288.onnx,,True,parent_only_no_archive,14,8,189,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task289,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task289.onnx,,True,parent_only_no_archive,9,4,124,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task290,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task290.onnx,,True,parent_only_no_archive,10,8,63,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task291,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task291.onnx,,True,parent_only_no_archive,1,2,40,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task292,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task292.onnx,,True,parent_only_no_archive,1,2,80,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task293,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task293.onnx,,True,parent_only_no_archive,1,1,40,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task294,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task294.onnx,,True,parent_only_no_archive,1,2,910,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task295,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task295.onnx,,True,parent_only_no_archive,19,10,47,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task296,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task296.onnx,,True,parent_only_no_archive,38,16,65,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task297,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task297.onnx,,True,parent_only_no_archive,21,7,39,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task298,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task298.onnx,,True,parent_only_no_archive,1,3,129,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task299,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task299.onnx,,True,parent_only_no_archive,1,3,50,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task300,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task300.onnx,,True,parent_only_no_archive,30,13,59,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task301,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task301.onnx,,True,parent_only_no_archive,21,13,64,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task302,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task302.onnx,,True,parent_only_no_archive,6,12,558,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task303,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task303.onnx,,True,parent_only_no_archive,17,4,22,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task304,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task304.onnx,,True,parent_only_no_archive,11,9,240,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task305,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task305.onnx,,True,parent_only_no_archive,5,3,340,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task306,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task306.onnx,,True,parent_only_no_archive,1,3,146,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task307,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task307.onnx,,True,parent_only_no_archive,1,1,5,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task308,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task308.onnx,,True,parent_only_no_archive,58,15,103,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task309,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task309.onnx,,True,parent_only_no_archive,1,1,10,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task310,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task310.onnx,,True,parent_only_no_archive,45,11,76,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task311,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task311.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task312,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task312.onnx,,True,parent_only_no_archive,1,2,20,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task313,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task313.onnx,,True,parent_only_no_archive,1,3,174,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task314,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task314.onnx,,True,parent_only_no_archive,1,2,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task315,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task315.onnx,,True,parent_only_no_archive,1,4,230,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task316,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task316.onnx,,True,parent_only_no_archive,10,8,38,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task317,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task317.onnx,,True,parent_only_no_archive,2,4,18,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task318,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task318.onnx,,True,parent_only_no_archive,1,1,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task319,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task319.onnx,,True,parent_only_no_archive,125,25,159,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task320,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task320.onnx,,True,parent_only_no_archive,3,6,322,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task321,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task321.onnx,,True,parent_only_no_archive,1,1,300,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task322,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task322.onnx,,True,parent_only_no_archive,5,4,56,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task323,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task323.onnx,,True,parent_only_no_archive,13,10,717,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task324,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task324.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task324\combined.onnx,True,parent_only_no_archive,52,11,1586,1,combined=optional_defaults:1,valid_no_cost_gain,task324,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task324.onnx,True,True,266,266,0,7049,1586,8635,15.93642100941922,4374,f0cf47911050e8a4817a795736a4023afdbcd6f819eceefacc20e5348fa7565d,,,task324,True,True,266,266,0,7049,1586,8635,15.93642100941922,4394,176a51c4c61e821e32b0e38e6235883746a208de219f73c69bbee39c41e4fd8e,,52,11,1586,combined,optional_defaults:1,0,0.0,False
task325,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task325.onnx,,True,parent_only_no_archive,18,6,966,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task326,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task326.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task327,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task327.onnx,,True,parent_only_no_archive,5,6,152,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task328,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task328.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task328.onnx,True,parent_only_no_archive,72,12,123,1,combined=pad_axes:1|init_cleanup:1,accepted,task328,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task328.onnx,True,True,267,267,0,5623,123,5746,16.343740760460765,3363,d46c8e31b300bdc9e43fa2af7bf4a510c3fa4ea1b6b142af66360267986ecac4,,,task328,True,True,267,267,0,5623,121,5744,16.34408888927194,3494,eaad17514a648a5a26a5510e6f4b89d1180d6f546e124f18c4fd6cad8a2cf48d,,72,13,121,combined,pad_axes:1;init_cleanup:1,2,0.0003481288111757408,True
task329,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task329.onnx,,True,parent_only_no_archive,10,7,29,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task330,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task330.onnx,,True,parent_only_no_archive,19,9,225,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task331,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task331.onnx,,True,parent_only_no_archive,1,2,910,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task332,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task332.onnx,,True,parent_only_no_archive,10,14,169,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task333,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task333.onnx,,True,parent_only_no_archive,17,6,61,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task334,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task334.onnx,,True,parent_only_no_archive,16,9,19,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task335,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task335.onnx,,True,parent_only_no_archive,33,5,154,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task336,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task336.onnx,,True,parent_only_no_archive,10,11,1056,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task337,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task337.onnx,,True,parent_only_no_archive,1,1,10,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task338,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task338.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task338\combined.onnx,True,parent_only_no_archive,27,21,267,1,combined=optional_defaults:1,valid_no_cost_gain,task338,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task338.onnx,True,True,267,267,0,8581,267,8848,15.912053276237884,2529,857ebd11081aa0a0e59e42e10e11adb33cf86a537147ef2db9a9e57a86b02278,,,task338,True,True,267,267,0,8581,267,8848,15.912053276237884,2549,9727e5ff584763a94cc8750fde0846778ee28754c5941634f31b59b0d2c6fb4e,,27,21,267,combined,optional_defaults:1,0,0.0,False
task339,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task339.onnx,,True,parent_only_no_archive,2,2,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task340,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task340.onnx,,True,parent_only_no_archive,64,17,120,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task341,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task341.onnx,,True,parent_only_no_archive,33,14,33,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task342,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task342.onnx,,True,parent_only_no_archive,55,9,74,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task343,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task343.onnx,,True,parent_only_no_archive,34,26,368,1,combined=unit_reduction_axes:1|init_cleanup:1,all_variants_failed,task343,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task343.onnx,True,True,266,266,0,1171,368,1539,17.66111186616112,5126,2910f35126f46caf36c68c4e769c16d7bfc0155c8624786d2957e57804744f70,,"combined:checker:InferenceError:[ShapeInferenceError] Inference error(s): (op_type:Squeeze): [ShapeInferenceError] Inferred shape and existing shape differ in rank: (3) vs (2)
(op_type:ReduceMin): [ShapeInferenceError] Inferred shape and existing shape differ in rank: (2) vs (1)
(op_type:ReduceMin): [ShapeInferenceError] Inferred shape and existing shape differ in rank: (2) vs (1)
",,,,,,,,,,,,,,,,,,,,,
task344,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task344.onnx,,True,parent_only_no_archive,1,5,692,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task345,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task345.onnx,,True,parent_only_no_archive,35,17,64,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task346,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task346.onnx,,True,parent_only_no_archive,25,11,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task347,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task347.onnx,,True,parent_only_no_archive,5,4,26,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task348,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task348.onnx,,True,parent_only_no_archive,20,12,93,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task349,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task349.onnx,,True,parent_only_no_archive,13,12,747,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task350,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task350.onnx,,True,parent_only_no_archive,1,9,428,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task351,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task351.onnx,,True,parent_only_no_archive,11,7,29,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task352,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task352.onnx,,True,parent_only_no_archive,1,2,460,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task353,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task353.onnx,,True,parent_only_no_archive,17,5,62,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task354,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task354.onnx,,True,parent_only_no_archive,16,9,46,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task355,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task355.onnx,,True,parent_only_no_archive,18,5,43,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task356,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task356.onnx,,True,parent_only_no_archive,11,4,19,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task357,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task357.onnx,,True,parent_only_no_archive,13,6,33,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task358,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task358.onnx,,True,parent_only_no_archive,54,13,157,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task359,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task359.onnx,,True,parent_only_no_archive,19,4,13,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task360,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task360.onnx,,True,parent_only_no_archive,1,3,340,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task361,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task361.onnx,,True,parent_only_no_archive,61,27,360,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task362,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task362.onnx,,True,parent_only_no_archive,16,7,113,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task363,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task363.onnx,,True,parent_only_no_archive,51,21,264,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task364,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task364.onnx,,True,parent_only_no_archive,27,8,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task365,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task365.onnx,,True,parent_only_no_archive,85,23,113,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task366,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task366.onnx,,True,parent_only_no_archive,400,52,180,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task367,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task367.onnx,,True,parent_only_no_archive,23,19,587,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task368,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task368.onnx,,True,parent_only_no_archive,7,10,31,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task369,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task369.onnx,,True,parent_only_no_archive,5,12,72,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task370,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task370.onnx,,True,parent_only_no_archive,80,29,554,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
