task,path,status,arc_agi_pass,arc_agi_fail,arc_gen_pass,arc_gen_fail,memory,params,cost,points,filesize,error
92,F:\kaggle\NGC-work\workplace E\optimized_onnx\task092_deep_20260713\rank12_qmm_no_cross_guard_rejected\task092.onnx,wrong,0,3,241,21,4885,171,5056,16.471669064173305,4975,
92,F:\kaggle\NGC-work\workplace E\optimized_onnx\task092_deep_20260713\rank12_qmm_cross_guard\task092.onnx,ok,3,0,262,0,5460,171,5631,16.363957674745382,5583,
