task,path,ok,valid_all_checked,examples_checked,examples_passed,examples_failed,memory,params,cost,points,file_size,sha256,error,source_sha256
task133,F:\kaggle\neurogolf-2026\experiments\v217_onnxoptimizer_20260705\task133.onnx,True,False,3,3,0,32286,1278,33564,14.57879065701004,20983,9df217bbae452c8ae600fafc97e97a699ae03a286bebb788eabd63743b3ea5f9,,9df217bbae452c8ae600fafc97e97a699ae03a286bebb788eabd63743b3ea5f9
task174,F:\kaggle\neurogolf-2026\experiments\v217_onnxoptimizer_20260705\task174.onnx,True,False,3,3,0,4163,396,4559,16.575141419786558,4249,fd8f1b0104a5a63ba2cba4b70b9b7f443ce26cda11f26b37b3597e6817ba1c3d,,fd8f1b0104a5a63ba2cba4b70b9b7f443ce26cda11f26b37b3597e6817ba1c3d
task249,F:\kaggle\neurogolf-2026\experiments\v217_onnxoptimizer_20260705\task249.onnx,True,False,3,3,0,168,93,261,19.435479592677307,702,402c1c8b60d27dcad03bb2270b92fc42f4f8677588bd32ef179c9306aa5ef0f6,,402c1c8b60d27dcad03bb2270b92fc42f4f8677588bd32ef179c9306aa5ef0f6
task118,F:\kaggle\neurogolf-2026\experiments\v225_all400_bypass_20260707\task118\n0008_where_i1\task118.onnx,True,False,3,3,0,12153,129,12282,15.584109945110656,1824,a7e8789963b6d947a6d8e91f770a25279b43950eab743d3b07f171c0499ddbcb,,a7e8789963b6d947a6d8e91f770a25279b43950eab743d3b07f171c0499ddbcb
task133,F:\kaggle\neurogolf-2026\experiments\v226_iter2_bypass_20260707\task133\n0096_and_i0\task133.onnx,True,False,3,3,0,20414,1015,21429,15.027499576176918,7006,1f490535972816e9a6f99004959692ee01980baedbf1f8e741ef3428e244c3aa,,1f490535972816e9a6f99004959692ee01980baedbf1f8e741ef3428e244c3aa
task118,F:\kaggle\neurogolf-2026\external\all_sources_20260707\franksunp_7245_63\a_seddik_source\submission\task118.onnx,True,False,3,3,0,12153,129,12282,15.584109945110656,1846,853d7e92044414765ace7f061ffca8a59da1e8f4876c0750e7760beeb91584f8,,853d7e92044414765ace7f061ffca8a59da1e8f4876c0750e7760beeb91584f8
task133,F:\kaggle\neurogolf-2026\external\all_sources_20260707\franksunp_7245_63\a_seddik_source\submission\task133.onnx,True,False,3,3,0,20386,1016,21402,15.028760345413053,7116,620d15da2c8b87e996aba79153b870f2404e07166c1f9ed2cd7558ab946d9ad3,,620d15da2c8b87e996aba79153b870f2404e07166c1f9ed2cd7558ab946d9ad3
task174,F:\kaggle\neurogolf-2026\external\all_sources_20260707\franksunp_7245_63\a_seddik_source\submission\task174.onnx,True,False,3,3,0,3982,390,4372,16.61702415070357,4296,68183b30fb7d9ea3de0450d0f34c420363d6e2b1b72b36bb59dc2299579f9c72,,68183b30fb7d9ea3de0450d0f34c420363d6e2b1b72b36bb59dc2299579f9c72
task133,F:\kaggle\neurogolf-2026\external\all_sources_20260707\jonathan_7250_26\base_submission_extracted\task133.onnx,True,False,3,3,0,20306,1016,21322,15.03250531748958,7091,191508739676f90047f5cdb35a41d0a2101c753eda5fb403c9916ad426f6c6b6,,191508739676f90047f5cdb35a41d0a2101c753eda5fb403c9916ad426f6c6b6
task174,F:\kaggle\neurogolf-2026\external\all_sources_20260707\jonathan_7250_26\base_submission_extracted\task174.onnx,True,False,3,3,0,3957,390,4347,16.622758769011206,4259,a57a437f42e52db61c986aea701668409f9b125aa95a09108e7f8276b89968d6,,a57a437f42e52db61c986aea701668409f9b125aa95a09108e7f8276b89968d6
task118,F:\kaggle\neurogolf-2026\external\datasets\kojimar-neurogolf-7114-66-minimal-onnx-assets-v1-20260619\unzipped\base_submission\task118.onnx,True,False,3,3,0,2153888,1887,2155775,10.416339154360639,160396,1aaef29cf60045a9f72946d576d30f34d853fb2752c2ec6f613013baf6ebea34,,1aaef29cf60045a9f72946d576d30f34d853fb2752c2ec6f613013baf6ebea34
task133,F:\kaggle\neurogolf-2026\external\datasets\kojimar-neurogolf-7114-66-minimal-onnx-assets-v1-20260619\unzipped\base_submission\task133.onnx,True,False,3,3,0,9115748,228894,9344642,8.949686311118306,783434,68e935d47ff7110c296807cc69b18b2efbc09be9b69b5f9ed14c010b2ea21c94,,68e935d47ff7110c296807cc69b18b2efbc09be9b69b5f9ed14c010b2ea21c94
task174,F:\kaggle\neurogolf-2026\external\datasets\kojimar-neurogolf-7114-66-minimal-onnx-assets-v1-20260619\unzipped\base_submission\task174.onnx,True,False,3,3,0,53025,74,53099,14.120086625339015,61839,a6f543067be128376f67b828b67c2b02a893fd3d4b5341054c090b91d89ec12d,,a6f543067be128376f67b828b67c2b02a893fd3d4b5341054c090b91d89ec12d
task249,F:\kaggle\neurogolf-2026\external\datasets\kojimar-neurogolf-7114-66-minimal-onnx-assets-v1-20260619\unzipped\base_submission\task249.onnx,True,False,3,3,0,13550,323,13873,15.462300215919274,2901,a59e4c09e5d3e602f7ca21839c22449d6075728887f1641219db927833c1f7e2,,a59e4c09e5d3e602f7ca21839c22449d6075728887f1641219db927833c1f7e2
task315,F:\kaggle\neurogolf-2026\external\datasets\kojimar-neurogolf-7114-66-minimal-onnx-assets-v1-20260619\unzipped\base_submission\task315.onnx,True,False,3,3,0,13680,99,13779,15.469099027006097,1520,1bf0b18c996602619e9fd51d9c5b13d00e57feaab87cc78fd43463a38ba05c04,,1bf0b18c996602619e9fd51d9c5b13d00e57feaab87cc78fd43463a38ba05c04
task321,F:\kaggle\neurogolf-2026\external\datasets\kojimar-neurogolf-7114-66-minimal-onnx-assets-v1-20260619\unzipped\base_submission\task321.onnx,True,False,3,3,0,6912,135,7047,16.139642726672978,2449,b563dc7797c6347f41ca4931e7495e5bf990351453842b3410e31e0fa5be47a6,,b563dc7797c6347f41ca4931e7495e5bf990351453842b3410e31e0fa5be47a6
task118,F:\kaggle\neurogolf-2026\external\datasets\kojimar-neurogolf-7114-66-minimal-onnx-assets-v1-20260619\unzipped\overrides\task118.onnx,True,False,3,3,0,45508,4768,50276,14.174716894955273,42162,5c85b845f1d2ea0dd47285fc99bc16056862c45d8b42510954e92d2a03a2e990,,5c85b845f1d2ea0dd47285fc99bc16056862c45d8b42510954e92d2a03a2e990
task249,F:\kaggle\neurogolf-2026\external\datasets\logic-for-each-arc-task\files\submission\task249.onnx,True,False,3,3,0,601489,6318,607807,11.682387323655126,53631,a898c7e8779eec54da54c95954ffbb8a6db1c2182bd9092adcd27f9649c06c03,,a898c7e8779eec54da54c95954ffbb8a6db1c2182bd9092adcd27f9649c06c03
task315,F:\kaggle\neurogolf-2026\external\datasets\logic-for-each-arc-task\files\submission\task315.onnx,False,False,3,0,3,,,,,1201,b4dfdfd10132c4a9c035b17375d7ceb29f97b4a9c6430048d4fa996ec303570d,,b4dfdfd10132c4a9c035b17375d7ceb29f97b4a9c6430048d4fa996ec303570d
task321,F:\kaggle\neurogolf-2026\external\datasets\logic-for-each-arc-task\files\submission\task321.onnx,True,False,3,3,0,121500,5478,126978,13.24823087791149,43015,79531c127c41ce3789961e638ae539993ed84449d63917b809f27b9fe14de32e,,79531c127c41ce3789961e638ae539993ed84449d63917b809f27b9fe14de32e
task315,F:\kaggle\neurogolf-2026\external\datasets_v1\needless090_neurogolf-onnx-v31\task315.onnx,True,False,3,3,0,13824,101,13925,15.458558935204515,1531,8da6441e40c26fdece565b72bb9384afc74b7e430bb3ca06075e25c9df1565e3,,8da6441e40c26fdece565b72bb9384afc74b7e430bb3ca06075e25c9df1565e3
task133,F:\kaggle\neurogolf-2026\external\datasets_v1\uditjain13_neurogolf-kevali-7232-nets\task133.onnx,True,False,3,3,0,20490,1016,21506,15.023912755049528,7212,2023912e164edfe55ad0903eb89c2d70b3fc605300478885c8af208e613836ae,,2023912e164edfe55ad0903eb89c2d70b3fc605300478885c8af208e613836ae
task174,F:\kaggle\neurogolf-2026\external\datasets_v1\uditjain13_neurogolf-kevali-7232-nets\task174.onnx,True,False,3,3,0,3982,390,4372,16.61702415070357,4154,729e4eab50af0769f416b2e79fc74a0ec66ac96cf2c6d4e0dc265a989d2dc7e6,,729e4eab50af0769f416b2e79fc74a0ec66ac96cf2c6d4e0dc265a989d2dc7e6
task118,F:\kaggle\neurogolf-2026\external\datasets_v2\franksunp_neurogolf-6424-02-compact-onnx-assets\submission\task118.onnx,True,False,3,3,0,80104,141,80245,13.707160266244744,3622,8dd59a69a78f3892f9f040e1616f5c0330d12c611e312d88edb4dcf738eb0728,,8dd59a69a78f3892f9f040e1616f5c0330d12c611e312d88edb4dcf738eb0728
task133,F:\kaggle\neurogolf-2026\external\datasets_v2\franksunp_neurogolf-6424-02-compact-onnx-assets\submission\task133.onnx,True,False,3,3,0,132640,212,132852,13.203008994352533,22260,3b49e89ed6080b2a6046c5512cea13a0b18732fab44530dcdf0fda62d87ab674,,3b49e89ed6080b2a6046c5512cea13a0b18732fab44530dcdf0fda62d87ab674
task174,F:\kaggle\neurogolf-2026\external\datasets_v2\franksunp_neurogolf-6424-02-compact-onnx-assets\submission\task174.onnx,True,False,3,3,0,32661,82,32743,14.603555522240365,7400,9e4ffbfff83c738e12bdfa6e1a046b0afaeafd5156c77a0f15c959686f574030,,9e4ffbfff83c738e12bdfa6e1a046b0afaeafd5156c77a0f15c959686f574030
task249,F:\kaggle\neurogolf-2026\external\datasets_v2\franksunp_neurogolf-6424-02-compact-onnx-assets\submission\task249.onnx,True,False,3,3,0,758,34,792,18.325438608185575,946,ca5e5d0c65db453f1134c1cb039e177cc64bb574e5e6bcb4ca15f411f4286c22,,ca5e5d0c65db453f1134c1cb039e177cc64bb574e5e6bcb4ca15f411f4286c22
task174,F:\kaggle\neurogolf-2026\external\datasets_v2\kojimar_neurogolf-7139-66-minimal-onnx-blend-assets-v2\base_submission\task174.onnx,True,False,3,3,0,10067,171,10238,15.766138432982471,6423,9e1dbc73073ec5eb3ae948b5e1a34381cb0ad0199ec9482b422eea11a02c085f,,9e1dbc73073ec5eb3ae948b5e1a34381cb0ad0199ec9482b422eea11a02c085f
task118,F:\kaggle\neurogolf-2026\external\datasets_v2\kojimar_neurogolf-7139-66-minimal-onnx-blend-assets-v2\overrides\task118.onnx,True,False,3,3,0,90904,141,91045,13.580890831234056,4214,651a715c64e0e6c8870827add247e4c3b92943fed2bed0c2053a408dbed8e43b,,651a715c64e0e6c8870827add247e4c3b92943fed2bed0c2053a408dbed8e43b
task118,F:\kaggle\neurogolf-2026\external\datasets_v2\kojimar_neurogolf-7166-47-audited-onnx-overrides-assets\base_submission\task118.onnx,True,False,3,3,0,37651,4769,42420,14.344624771881326,40308,f6ba69709dae05a6f7276a052c80d8f90a5d38cb01d374445a49a2a93809efa4,,f6ba69709dae05a6f7276a052c80d8f90a5d38cb01d374445a49a2a93809efa4
task174,F:\kaggle\neurogolf-2026\external\datasets_v2\kojimar_neurogolf-7166-47-audited-onnx-overrides-assets\overrides\task174.onnx,True,False,3,3,0,9719,171,9890,15.800720575383242,6028,807faab4be71f2a0215937a7e0be0e250b7e6ef1077757801d7f11e8f7e30f46,,807faab4be71f2a0215937a7e0be0e250b7e6ef1077757801d7f11e8f7e30f46
task118,F:\kaggle\neurogolf-2026\external\datasets_v2\kojimar_neurogolf-7169-36-minimal-onnx-assets-v1\overrides\task118.onnx,True,False,3,3,0,36149,4775,40924,14.38052803300117,40305,23396cfd2648d7bc41f9f905bb1d75d59a96263a49907d140fd61baffae3374e,,23396cfd2648d7bc41f9f905bb1d75d59a96263a49907d140fd61baffae3374e
task133,F:\kaggle\neurogolf-2026\external\datasets_v3\franksunp_neurogolf-6410-86-compact-onnx-assets\submission\task133.onnx,True,False,3,3,0,141400,212,141612,13.139153797586252,38958,c37ea67933bbec2a293bfac099be695c4f46d9b0815b6874c966281583b6d2a7,,c37ea67933bbec2a293bfac099be695c4f46d9b0815b6874c966281583b6d2a7
task118,F:\kaggle\neurogolf-2026\external\datasets_v3\kojimar_neurogolf-7180-86-minimal-onnx-blend-assets\base_submission\task118.onnx,True,False,3,3,0,35880,1105,36985,14.481732295978032,11917,c307cb5f272ec45629669397b5a742dbf41071780451cb3016a5349c0d8559c3,,c307cb5f272ec45629669397b5a742dbf41071780451cb3016a5349c0d8559c3
task249,F:\kaggle\neurogolf-2026\external\datasets_v4\biohack44_neurogolf-6113-bundle\task249.onnx,True,False,3,3,0,10176,323,10499,15.740964706485059,1990,e6e58b07a2f88477f9f6bff875df198bf57830236bdd036ac5460ab1c6ccabaf,,e6e58b07a2f88477f9f6bff875df198bf57830236bdd036ac5460ab1c6ccabaf
task118,F:\kaggle\neurogolf-2026\external\datasets_v4\konbu17_neurogolf-2026-blend-source-v3-6-0\task118.onnx,True,False,3,3,0,51054,10039,61093,13.979847427688311,18987,b8577c31fd6e7bb799fb1da3d736031c20fb40c08daf557562a6fe9b242bc4b4,,b8577c31fd6e7bb799fb1da3d736031c20fb40c08daf557562a6fe9b242bc4b4
task133,F:\kaggle\neurogolf-2026\external\datasets_v4\konbu17_neurogolf-2026-blend-source-v3-6-0\task133.onnx,True,False,3,3,0,146687,47236,193923,12.824783547959548,189849,073ba6898ff7a31c61b65b66c9fa8c48699a278b7520015e981f4909b9f13232,,073ba6898ff7a31c61b65b66c9fa8c48699a278b7520015e981f4909b9f13232
task249,F:\kaggle\neurogolf-2026\external\datasets_v4\konbu17_neurogolf-2026-blend-source-v3-6-0\task249.onnx,True,False,3,3,0,17846,48,17894,15.207779259892458,1635,0243bf1aedf9b6f5f69e2e9f3f13d810525963390c81896f4ff9d243219d6805,,0243bf1aedf9b6f5f69e2e9f3f13d810525963390c81896f4ff9d243219d6805
task315,F:\kaggle\neurogolf-2026\external\datasets_v4\konbu17_neurogolf-2026-blend-source-v3-6-0\task315.onnx,True,False,3,3,0,13680,101,13781,15.468953889124855,1209,b88ba81cc86e5321da4668aebc42f208368de48acafabd81a439918a67ecbce9,,b88ba81cc86e5321da4668aebc42f208368de48acafabd81a439918a67ecbce9
task321,F:\kaggle\neurogolf-2026\external\datasets_v4\konbu17_neurogolf-2026-blend-source-v3-6-0\task321.onnx,True,False,3,3,0,8192,139,8331,15.972261224025091,1931,8b31b3681de2b1b36d1b4d724facb553b9304e288d48403faa63cc90a820080c,,8b31b3681de2b1b36d1b4d724facb553b9304e288d48403faa63cc90a820080c
task133,F:\kaggle\neurogolf-2026\external\datasets_v4\massimilianoghiotto_neurogolf-6425\submission\task133.onnx,True,False,3,3,0,132570,212,132782,13.203536035330874,37050,02b198c34479cff2ba43353044b9166469f082c2f857a386aabcab90c75ee456,,02b198c34479cff2ba43353044b9166469f082c2f857a386aabcab90c75ee456
task118,F:\kaggle\neurogolf-2026\external\datasets_v4\octaviograu_neurogolf-manual-rewrites-v205\submission\task118.onnx,True,False,3,3,0,161124,149,161273,13.009146139854565,7366,22ad82472bdb9bbe5847f7640734d7b149d9773c07be609d4c31cd7b1c7ac4d6,,22ad82472bdb9bbe5847f7640734d7b149d9773c07be609d4c31cd7b1c7ac4d6
task133,F:\kaggle\neurogolf-2026\external\datasets_v4\octaviograu_neurogolf-manual-rewrites-v205\submission\task133.onnx,True,False,3,3,0,709806,3666,713472,11.522101528038489,65902,3a19c0cdbb2bcc44c378990c45cd8ca20a72e248d91e4fc9c75bedfc5076a62c,,3a19c0cdbb2bcc44c378990c45cd8ca20a72e248d91e4fc9c75bedfc5076a62c
task118,F:\kaggle\neurogolf-2026\external\datasets_v4\tonylica_google-neurogolf-2026-public\task118.onnx,True,False,3,3,0,51054,10039,61093,13.979847427688311,18987,94c161aad1c5e6cb7d88be6740386f1350dddfa5e0337d2176b57c8ea2eead55,,94c161aad1c5e6cb7d88be6740386f1350dddfa5e0337d2176b57c8ea2eead55
task174,F:\kaggle\neurogolf-2026\external\datasets_v4\tonylica_google-neurogolf-2026-public\task174.onnx,True,False,3,3,0,73275,88,73363,13.796824999685516,36508,0db6db8af7ce13a0e3e62f61929cf935316d94f7b66069e39fe999ee1e9f7cf5,,0db6db8af7ce13a0e3e62f61929cf935316d94f7b66069e39fe999ee1e9f7cf5
task249,F:\kaggle\neurogolf-2026\external\datasets_v4\tonylica_google-neurogolf-2026-public\task249.onnx,True,False,3,3,0,51440,62,51502,14.150624079150774,1039,787580d826ca4c64cf915a245efcec8f7bb0ea17eeef4aa32a77d2bd1f77d7f3,,787580d826ca4c64cf915a245efcec8f7bb0ea17eeef4aa32a77d2bd1f77d7f3
task321,F:\kaggle\neurogolf-2026\external\datasets_v4\tonylica_google-neurogolf-2026-public\task321.onnx,True,False,3,3,0,10560,103,10663,15.72546491598182,1679,21ee65b13b7b26498897625bb672aa0a3153294286d220ab8751eda51f9b968b,,21ee65b13b7b26498897625bb672aa0a3153294286d220ab8751eda51f9b968b
task118,F:\kaggle\neurogolf-2026\external\datasets_v5\bobmyersthesecond_7186\task118.onnx,True,False,3,3,0,19153,339,19492,15.122240596036603,2722,731171ae86bee41b2d77975d3d890c98405fafcac8f3e35c7292e935205e75e2,,731171ae86bee41b2d77975d3d890c98405fafcac8f3e35c7292e935205e75e2
task133,F:\kaggle\neurogolf-2026\external\datasets_v5\bobmyersthesecond_7186\task133.onnx,True,False,3,3,0,32286,1278,33564,14.57879065701004,20983,e9e34bb514cd92fedb521fe2c005a93fbc3619c583bdaeab4ec79d8605714264,,e9e34bb514cd92fedb521fe2c005a93fbc3619c583bdaeab4ec79d8605714264
task174,F:\kaggle\neurogolf-2026\external\datasets_v5\bobmyersthesecond_7186\task174.onnx,True,False,3,3,0,4166,397,4563,16.5742644190726,4293,df8ea629db5fdd01f80ac338e9474c4af271f71e7413a5d33f298c6984d6eec0,,df8ea629db5fdd01f80ac338e9474c4af271f71e7413a5d33f298c6984d6eec0
task118,F:\kaggle\neurogolf-2026\external\datasets_v5\jackelysia_724311\frank_724311_submission\task118.onnx,True,False,3,3,0,12153,130,12283,15.584028528460905,1861,cb29898243f72d810066a1df435081d03b81a1b9f8691545d9eda70c045dc1d4,,cb29898243f72d810066a1df435081d03b81a1b9f8691545d9eda70c045dc1d4
task174,F:\kaggle\neurogolf-2026\external\datasets_v5\jackelysia_724311\frank_724311_submission\task174.onnx,True,False,3,3,0,3982,392,4374,16.616566798763287,4209,a757f11fca346ba82036a0afdd253572f9ee6918c038c93be9d8a9cf1bfaeefe,,a757f11fca346ba82036a0afdd253572f9ee6918c038c93be9d8a9cf1bfaeefe
task118,F:\kaggle\neurogolf-2026\external\datasets_v5\massimilianoghiotto_7243\task118.onnx,True,False,3,3,0,12153,129,12282,15.584109945110656,1722,1d69e207d63477b1094e227839d0179e0ac38ca0a012f730b4c69ee4a36b6515,,1d69e207d63477b1094e227839d0179e0ac38ca0a012f730b4c69ee4a36b6515
task133,F:\kaggle\neurogolf-2026\external\datasets_v5\massimilianoghiotto_7243\task133.onnx,True,False,3,3,0,20386,1016,21402,15.028760345413053,6327,687403e301eb56a72f080985e3a0582ec5ef07c7e2803b00eae6972121f73aeb,,687403e301eb56a72f080985e3a0582ec5ef07c7e2803b00eae6972121f73aeb
task174,F:\kaggle\neurogolf-2026\external\datasets_v5\massimilianoghiotto_7243\task174.onnx,True,False,3,3,0,3982,390,4372,16.61702415070357,3853,87711a3b02afb8214e1281872350e29757d48c1b8560b3fe50ef02f0643fbeae,,87711a3b02afb8214e1281872350e29757d48c1b8560b3fe50ef02f0643fbeae
task249,F:\kaggle\neurogolf-2026\external\datasets_v5\massimilianoghiotto_7243\task249.onnx,True,False,3,3,0,168,93,261,19.435479592677307,648,f675f0b4d4012c0434971ea477419920a1b3af70c6b0281eaf339ffc60cd9173,,f675f0b4d4012c0434971ea477419920a1b3af70c6b0281eaf339ffc60cd9173
task315,F:\kaggle\neurogolf-2026\external\datasets_v5\massimilianoghiotto_7243\task315.onnx,True,False,3,3,0,0,230,230,19.561920691076804,1179,ee14d824a80ea837b24c587deb9220952529b3de8533a5cf7305e871a92756b0,,ee14d824a80ea837b24c587deb9220952529b3de8533a5cf7305e871a92756b0
task321,F:\kaggle\neurogolf-2026\external\datasets_v5\massimilianoghiotto_7243\task321.onnx,True,False,3,3,0,0,300,300,19.2962175253438,1400,a5176612582c7e3226937bb418ccb7b263b841680d94654f3cba05a41ded417e,,a5176612582c7e3226937bb418ccb7b263b841680d94654f3cba05a41ded417e
task133,F:\kaggle\neurogolf-2026\external\datasets_v5\xxxtetantion_allsources\sources\franksunp\task133.onnx,True,False,3,3,0,142300,211,142511,13.132825531305926,39015,50f25aa62a00bcee9c5bae1b225f460ba7d3c7fa19f6538cb8c3bd76325f86ac,,50f25aa62a00bcee9c5bae1b225f460ba7d3c7fa19f6538cb8c3bd76325f86ac
task133,F:\kaggle\neurogolf-2026\external\hf\rogermt_neurogolf_solver\unzipped_submission-6259\submission\task133.onnx,True,False,3,3,0,196262,426,196688,12.810626004092878,9879,674c8a7eb1f001cc8db93a4b6a1b646561460bb557f887c2f7a6fbf37ecc1d44,,674c8a7eb1f001cc8db93a4b6a1b646561460bb557f887c2f7a6fbf37ecc1d44
task133,F:\kaggle\neurogolf-2026\external\hf\rogermt_neurogolf_solver\unzipped_submission-v145\task133.onnx,True,False,3,3,0,196262,535,196797,12.81007198041834,10596,98c9e52b494fb0f930f72b2508e749c34f95ede21d3da8d2ed929d596b33efb9,,98c9e52b494fb0f930f72b2508e749c34f95ede21d3da8d2ed929d596b33efb9
task118,F:\kaggle\neurogolf-2026\external\kaggle_datasets\afr1ste_neurogolf_6335_19_controlled_public_artifact\task118.onnx,False,False,3,3,0,,,,,19558,bd9171e242a371d2e55e16d75f32988a1aff66a3e1377e47cc69380d949ef087,,bd9171e242a371d2e55e16d75f32988a1aff66a3e1377e47cc69380d949ef087
task249,F:\kaggle\neurogolf-2026\external\kaggle_datasets\afr1ste_neurogolf_6335_19_controlled_public_artifact\task249.onnx,False,False,3,3,0,,,,,1630,93abd1140a3dabaf347c941ce18431d8b0f90de5b9538e7e26852ac1f2765b52,,93abd1140a3dabaf347c941ce18431d8b0f90de5b9538e7e26852ac1f2765b52
task315,F:\kaggle\neurogolf-2026\external\kaggle_datasets\afr1ste_neurogolf_6335_19_controlled_public_artifact\task315.onnx,False,False,3,3,0,,,,,3225,fa480e43fc5b09a38986a6dd0dfa1ec1a9bf4f316146cbc7d48697ec86ddcb43,,fa480e43fc5b09a38986a6dd0dfa1ec1a9bf4f316146cbc7d48697ec86ddcb43
task321,F:\kaggle\neurogolf-2026\external\kaggle_datasets\afr1ste_neurogolf_6335_19_controlled_public_artifact\task321.onnx,False,False,3,3,0,,,,,3809,8600ce64233884c55cfdf2aa2c050838f3093a10ad1060f294b493be1f71dadc,,8600ce64233884c55cfdf2aa2c050838f3093a10ad1060f294b493be1f71dadc
task118,F:\kaggle\neurogolf-2026\external\kaggle_datasets\arman1o1_neurogolf_v7_submission\task118.onnx,True,False,3,3,0,128704,141,128845,13.233634589484211,5757,acc08d7906935938080df5587df45ec99ee938e694edbe415bb79f268f3eed0d,,acc08d7906935938080df5587df45ec99ee938e694edbe415bb79f268f3eed0d
task133,F:\kaggle\neurogolf-2026\external\kaggle_datasets\arman1o1_neurogolf_v7_submission\task133.onnx,True,False,3,3,0,146687,47236,193923,12.824783547959548,190542,86c781542232ce5c09a19b900ceca7bd0109760d7363b7da49f534a4b23b6559,,86c781542232ce5c09a19b900ceca7bd0109760d7363b7da49f534a4b23b6559
task174,F:\kaggle\neurogolf-2026\external\kaggle_datasets\arman1o1_neurogolf_v7_submission\task174.onnx,True,False,3,3,0,32661,82,32743,14.603555522240365,11379,efef6a4ee7c666db52576a82a19180021083ae5a1ab32340f116c1fbb217362b,,efef6a4ee7c666db52576a82a19180021083ae5a1ab32340f116c1fbb217362b
task315,F:\kaggle\neurogolf-2026\external\kaggle_datasets\arman1o1_neurogolf_v7_submission\task315.onnx,True,False,3,3,0,1782,39,1821,17.49285892027239,1357,5617f159fa623c14701482d98e930d3ca9039f3d91b5f2cc97237901688a631b,,5617f159fa623c14701482d98e930d3ca9039f3d91b5f2cc97237901688a631b
task321,F:\kaggle\neurogolf-2026\external\kaggle_datasets\arman1o1_neurogolf_v7_submission\task321.onnx,True,False,3,3,0,5376,35,5411,16.403810802357263,3156,faf7ac0f7a189c3273226919f5ae04f66a0db737817b7d7f94365e64aa466993,,faf7ac0f7a189c3273226919f5ae04f66a0db737817b7d7f94365e64aa466993
task118,F:\kaggle\neurogolf-2026\external\kaggle_datasets\beicicc_neurogolf_6202_73_open_submission_artifact\submission\task118.onnx,False,False,3,3,0,,,,,19558,7a4d1b79c78e4403043dfcc33d532cd4caa01275e60a6a5612beacfd742ae7e6,,7a4d1b79c78e4403043dfcc33d532cd4caa01275e60a6a5612beacfd742ae7e6
task249,F:\kaggle\neurogolf-2026\external\kaggle_datasets\beicicc_neurogolf_6202_73_open_submission_artifact\submission\task249.onnx,False,False,3,3,0,,,,,1630,471928c6c6d0b2d77e698a40472d2ce3cd1dca39043edf26fef0559de3f60b04,,471928c6c6d0b2d77e698a40472d2ce3cd1dca39043edf26fef0559de3f60b04
task315,F:\kaggle\neurogolf-2026\external\kaggle_datasets\beicicc_neurogolf_6202_73_open_submission_artifact\submission\task315.onnx,False,False,3,3,0,,,,,2147,26480a82d5082f929bb61f80f443f473a0d6865cd8a316401f76cad5382ff451,,26480a82d5082f929bb61f80f443f473a0d6865cd8a316401f76cad5382ff451
task321,F:\kaggle\neurogolf-2026\external\kaggle_datasets\beicicc_neurogolf_6202_73_open_submission_artifact\submission\task321.onnx,False,False,3,3,0,,,,,2731,e74fb2367f7e08f5f9176085576ce2498c7d76e132b2023a28ddb7d1e91c24e6,,e74fb2367f7e08f5f9176085576ce2498c7d76e132b2023a28ddb7d1e91c24e6
task133,F:\kaggle\neurogolf-2026\external\kaggle_datasets\biohack44_neurogolf_6067_locked\task133.onnx,True,False,3,3,0,9115804,17398,9133202,8.972573096975243,193328,6ccb57c3810dc0c3b6f064c5e119e90c2385d4820e00ac2839ca00b113ab2b02,,6ccb57c3810dc0c3b6f064c5e119e90c2385d4820e00ac2839ca00b113ab2b02
task133,F:\kaggle\neurogolf-2026\external\kaggle_datasets\franksunp_neurogolf_6422_17_compact_onnx_assets\submission\task133.onnx,True,False,3,3,0,133300,212,133512,13.198053359576761,38194,bf627e2218eeccbdb5b5f6cf059a4f657c593ea3d56169ffb2e3991a7fff4d57,,bf627e2218eeccbdb5b5f6cf059a4f657c593ea3d56169ffb2e3991a7fff4d57
task118,F:\kaggle\neurogolf-2026\external\kaggle_datasets\haonanzhengh_neurogolf_v9_models_20260713\models\task118.onnx,True,False,3,3,0,8575,124,8699,15.92903664449246,1399,f3b7cfd77d55353ff522b7d172b7dd38a46ac5f3df585dcc1a837c8e96c37247,,f3b7cfd77d55353ff522b7d172b7dd38a46ac5f3df585dcc1a837c8e96c37247
task174,F:\kaggle\neurogolf-2026\external\kaggle_datasets\haonanzhengh_neurogolf_v9_models_20260713\models\task174.onnx,True,False,3,3,0,3805,222,4027,16.699223039148546,3799,719acea13b22e4b35026efe37ad20ecc1c7f849f7a878dadc10249d147a45b55,,719acea13b22e4b35026efe37ad20ecc1c7f849f7a878dadc10249d147a45b55
task321,F:\kaggle\neurogolf-2026\external\kaggle_datasets\haonanzhengh_neurogolf_v9_models_20260713\models\task321.onnx,True,False,3,3,0,0,180,180,19.807043149109788,952,5ce4cbdc653f2339cbdf91853e67c2f4f9dec1d83a993c730da26fe9ec148e68,,5ce4cbdc653f2339cbdf91853e67c2f4f9dec1d83a993c730da26fe9ec148e68
