branch,commit,path,blob_bytes,status,arc_agi_pass,arc_agi_fail,arc_gen_pass,arc_gen_fail,memory,params,cost,points,error
origin/workplaceA-update-20260709,22e7a0e6544504b10bcf575c6324d81d5e00a980,workplaceA/task233.onnx,20139,ok,4,0,262,0,31272,739,32011,14.626165127286631,
