task,candidate,candidate_sha256,trials,comparable_trials,mismatches,matched,parent_runtime_errors,candidate_runtime_errors,first_mismatch_trial,first_mismatch_cells,first_permutation
task064,F:\kaggle\NGC-work\workplace E\optimized_onnx\task064_20260713\inner22\task064.onnx,d46c80396233306d591b0a5d1685d897e17a5a505885f9ea449d37b43e1cd6bd,5000,5000,0,5000,0,0,,,
