task,method,old_cost,new_cost,delta_cost,old_points,new_points,delta_points,examples_passed,examples_checked,local_valid,accepted,artifact_path
task382,shared_color_projection_map,5665,16495,10830,16.357937826537892,15.289187416337318,-1.0687504102005736,266,266,true,false,E:\kongming\NGC-work\workplace C\single_task\task382\onnx\task382_shared_color_projection_map.onnx
