task,method,old_cost,new_cost,delta_cost,old_points,new_points,delta_points,examples_passed,examples_checked,local_valid,accepted,artifact_path
task201,compact_pad_plus_conv_crop,3043,3013,-30,16.97940085010303,16.9893084608697,0.009907610766671127,266,266,true,true,E:\kongming\NGC-work\workplace C\single_task\task201\onnx\task201_compact_pad_axes_conv_crop.onnx
