task,method,old_cost,new_cost,delta_cost,examples_passed,examples_checked,local_valid,accepted,artifact_path
task335,explicit_basis_matmul,3133,77146,74013,266,266,true,false,workplace C/single_task/task335/onnx/task335_deep_candidate.onnx
