task,method,old_cost,new_cost,delta_cost,examples_passed,examples_checked,local_valid,accepted,artifact_path
task276,slice_concat_color_permutation,10,36031,36021,266,266,true,false,workplace C/single_task/task276/onnx/task276_deep_candidate.onnx
